S/N,Title,Images,Shelflist,Position,Author,Category,SubCategory,Publisher,Description,Tags
5596,Medieval tales that kids can read and tell,https://lotuscommunity.org.vn/wp-content/uploads/2021/06/Medieval-tales-that-kids-can-read-and-tell.jpg,20-2,037,Lorna MacDonald Czarnota,Sách truyện thiếu nhi,10-12 tuổi,August House,"Just who was Robin Hood? What did William Tell do that was so special? Why is Joan of Arc so famous?

Author Lorna Czarnota presents medieval tales that answer these questions and many more in a highly entertaining format. Czarnota offers solid historical background for each story so that young readers have a framework to enhance the significance of each story.

As they explore these action packed stories, young readers will be able to imagine themselves pulling Excalibur from the lake, untying the Gordian Knot, or fighting with Roland and the Frankish army. These adventurous stories will teach readers the importance of courage, resourcefulness and respect.",10-12 tuổi
5632,Melting matter,https://lotuscommunity.org.vn/wp-content/uploads/2021/06/Melting-matter.jpg,25-5,076,Amy Hansen,Sách tham khảo,Mọi thứ vận hành ra sao,Rourke Educational Media,"10-12 tuổi investigate what happens when objects experience different conditions (i.e.. hot/cold, wet/dry).",10-12 tuổi
5633,Melting matter,https://lotuscommunity.org.vn/wp-content/uploads/2021/06/Melting-matter.jpg,25-5,075,Amy Hansen,Sách tham khảo,Mọi thứ vận hành ra sao,Rourke Educational Media,"10-12 tuổi investigate what happens when objects experience different conditions (i.e.. hot/cold, wet/dry).",10-12 tuổi
5653,Mermaid Tales: the crook and the crown,https://lotuscommunity.org.vn/wp-content/uploads/2021/06/Mermaid-Tales-the-crook-and-the-crown.jpg,22-2,071,Debbie Dadey,Sách truyện thiếu nhi,10-12 tuổi,Aladdin,"Shelly Siren and her friends visit King Neptune’s royal castle and attend their first ball in this Mermaid Tales adventure.

Shelly, Echo, Kiki, and Pearl are spending their school vacation at Neptune’s castle! Shelly’s aunt, Queen Edwina, has invited the girls to stay for a whole week, and while they’re there the girls can’t wait to visit the Royal Orca Museum, see the Palace Library, ride seahorses, and maybe even attend a royal ball.

Shelly is nervous about meeting her royal family, especially since she’s never felt like a princess. But when she arrives at the castle, she is welcomed with curtsies, bows, and sea flowers. Queen Edwina even gives Shelly a sparkling tiara that she once wore as a young princess.

Just as Shelly starts to relax and have fun, the tiara disappears and the girls have to find it before the queen finds out! The mergirls have a real mermystery on their fins! But will they be able to figure out who took the tiara before Shelly’s royal visit turns into a royal disaster?",10-12 tuổi
5655,Mermaids,https://lotuscommunity.org.vn/wp-content/uploads/2021/06/Mermaids.jpg,19-5,008,Claire Hawcock,Sách truyện thiếu nhi,10-12 tuổi,Welbeck Publishing Group,"Dive down to the forgotten underwater kingdom of Mermina to explore the world of the Mermaids. Special items add to the deep-sea magic, with flaps concealing hidden treasures and enchanting documents that lift from the page.",10-12 tuổi
5703,Military robots,https://lotuscommunity.org.vn/wp-content/uploads/2021/06/Military-robots.jpg,27-3L,026,Barbara Alpert,Sách tham khảo,Phát minh,Capstone Press,The military uses robots to search dangerous places. Read to find out about the military’s mighty robot warriors.,10-12 tuổi
5704,Military trucks,https://lotuscommunity.org.vn/wp-content/uploads/2021/06/Military-trucks.jpg,27-3L,027,Melissa Abramovitz,Sách tham khảo,Phát minh,Capstone Press,"The military uses trucks to deliver troops and supplies. Read to find out about the military’s tough, trusty trucks.",10-12 tuổi
5774,Mixtures and solutions,https://lotuscommunity.org.vn/wp-content/uploads/2021/06/Mixtures-and-solutions.jpg,25-5,005,Molly Aloian,Sách tham khảo,Mọi thứ vận hành ra sao,Crabtree Publishing Company,"Most of the materials around us contain blends of more than one substance. These are mixtures and solutions. Seawater, for example, is a solution of salt and water. This book examines these types of solutions and mixtures.",10-12 tuổi
5824,Monster mania: ghosts,https://lotuscommunity.org.vn/wp-content/uploads/2021/06/Monster-mania-ghosts.jpg,26-2L,010,John Malam,Sách tham khảo,Hiểu biết chung,QEB Publishing,"From werewolves and vampires to ghosts and witches, prepare to unearth the legends and mysteries surrounding some of the most feared monsters in the world. This stunning bindup is packed with amazing artwork and legendary stories.",10-12 tuổi
5834,Monsters Inc.,https://lotuscommunity.org.vn/wp-content/uploads/2021/06/Monsters-Inc..jpg,24-5,012,Disney,Sách học và hoạt động,Hoạt động (7-9 tuổi),Disney,"Retells the complete story from beginning to end! Kids can relive the magic of the latest Disney/Pixar film with this Read-Aloud Storybook featuring 64 pages of monster-packed, full-color illustrations!",Age 7 - 9
5835,Monsters Inc.,https://lotuscommunity.org.vn/wp-content/uploads/2021/06/Monsters-Inc..jpg,24-5,011,Disney,Sách học và hoạt động,Hoạt động (7-9 tuổi),Disney,"Retells the complete story from beginning to end! Kids can relive the magic of the latest Disney/Pixar film with this Read-Aloud Storybook featuring 64 pages of monster-packed, full-color illustrations!",Age 7 - 9
5898,Motorbikes,https://lotuscommunity.org.vn/wp-content/uploads/2021/06/Motorbikes.jpg,27-3L,005,Rob Colson,Sách tham khảo,Phát minh,PowerKids Press,"Motorbikes vary significantly depending on the task they are designed for. Easy-to-follow text will show readers all types of motorbikes, including motorbikes on the speedway and scooters traveling through busy cities. This fast-paced volume is full of facts and colorful photographs that will make any young reader a motorbike fan.",10-12 tuổi
6058,Musical instruments of the world: percussion,https://lotuscommunity.org.vn/wp-content/uploads/2021/06/Musical-instruments-of-the-world-percussion.jpg,25-5,027,M. J. Knight,Sách tham khảo,Mọi thứ vận hành ra sao,Creative Co,"Describes different kinds of percussion instruments and how they are used, including the bass drum, cymbals, xylophone, and triangle.",10-12 tuổi
6119,My fairy showtime,https://lotuscommunity.org.vn/wp-content/uploads/2021/06/My-fairy-showtime.jpg,24-4,033,Maggie Bateson,Sách học và hoạt động,Hoạt động (0-6 tuổi),Macmillan Children's Books,"It’s time to head to the Woodland Theatre for the most magical event in Fairyland - the Fairy Showtime Spectacular!
There are props to paint, costumes to make and dances to rehearse, so when Petal, Poppy, Rose and Acorn arrive for a backstage tour, they quickly find their hands full!
Read their story then unfold this magical fairy theatre and have fun putting on your very own plays and shows!",Age 0 - 6
6122,My family reunion,https://lotuscommunity.org.vn/wp-content/uploads/2021/06/My-family-reunion.jpg,25-5,061,Christine Clement,Sách tham khảo,Mọi thứ vận hành ra sao,Rosen Publishing Group,Family reunions are wonderful occasions for families to get together and see each other. They can also be an opportunity for a math lesson. This eBook teaches readers how to recognize fractions as part of a group.,10-12 tuổi
6123,My favorite machines: submarines,https://lotuscommunity.org.vn/wp-content/uploads/2021/06/My-favorite-machines-submarines.jpg,27-4,053,Colleen Ruck,Sách tham khảo,Phát minh,Smart Apple Media,"A beginning reader that offers labeled photographs and diagrams that identify vehickle parts. For motivated young readersit's abook about what is.for reluctant readers it is a ""how things work""!",10-12 tuổi
6124,My favorite machines: tractors,https://lotuscommunity.org.vn/wp-content/uploads/2021/06/My-favorite-machines-tractors.jpg,27-4,055,Colleen Ruck,Sách tham khảo,Phát minh,Smart Apple Media,"A beginning reader that offers labeled photographs and diagrams that identify vehickle parts. For motivated young readersit's abook about what is.for reluctant readers it is a ""how things work""!",10-12 tuổi
6134,My first creativity book: under the sea,https://lotuscommunity.org.vn/wp-content/uploads/2021/06/My-first-creativity-book-under-the-sea.jpg,24-5,026,Fiona Munro,Sách học và hoạt động,Hoạt động (7-9 tuổi),B.E.S,"This title in B.E.S. series of My First Creativity Activity Books is filled with things to make and do, and has special appeal to boys and girls in pre-K through second grade. Its theme is the animals that live in or near the sea, and its appealing illustrations show fish, starfish, seals, and other animals children will recognize.",Age 7 - 9
6135,My first creativity book: under the sea,https://lotuscommunity.org.vn/wp-content/uploads/2021/06/My-first-creativity-book-under-the-sea.jpg,24-5,060,Fiona Munro,Sách học và hoạt động,Hoạt động (7-9 tuổi),B.E.S,"This title in B.E.S. series of My First Creativity Activity Books is filled with things to make and do, and has special appeal to boys and girls in pre-K through second grade. Its theme is the animals that live in or near the sea, and its appealing illustrations show fish, starfish, seals, and other animals children will recognize.",Age 7 - 9
6220,My singing monsters,https://lotuscommunity.org.vn/wp-content/uploads/2021/06/My-singing-monsters.jpg,24-6,026,Egmont,Sách học và hoạt động,Hoạt động (7-9 tuổi),Egmont UK ,"Packed with cool game tips, this handbook is what every My Singing Monsters’ fan has been waiting for! Join the mammotts, furcorns, pom-poms and all the other musical creatures to learn everything you ever needed to know about My Singing Monsters.",Age 7 - 9
6268,National Geographic Kids: almanac 2016,https://lotuscommunity.org.vn/wp-content/uploads/2021/06/National-Geographic-Kids-almanac-2016.jpg,26-2L,029,National Geographic Society,Sách tham khảo,Hiểu biết chung,National Geographic Children's Books ,"This New York Times bestseller is packed with incredible photos, tons of fun facts, crafts, activities, and fascinating articles about animals, science, nature, technology, and more. New features include a special section on animal friends; an updated ""Fun and Games"" chapter filled with all-new games, jokes, and comics; all new weird-but-true facts, crafts, and activities; a new special ""16 Facts"" feature in every chapter; updated reference material, and much more! And, this is the only kids' almanac with mobile media features that allow kids to access National Geographic videos, photo galleries, and games.",10-12 tuổi
6269,National Geographic Kids: almanac 2017,https://lotuscommunity.org.vn/wp-content/uploads/2021/06/National-Geographic-Kids-almanac-2017.jpg,26-2L,030,National Geographic Society,Sách tham khảo,Hiểu biết chung,National Geographic Children's Books ,"This New York Times bestseller is packed with incredible photos, tons of fun facts, crafts, activities, and fascinating features about animals, science, nature, technology, and more. New features include highlights on National Geographic Explorers and their amazing projects (plus, ways you can get involved!); a tour of history's most famous sites; an updated ""Fun and Games"" chapter filled with all-new games, jokes, and comics; an exclusive sneak peek from a National Geographic Kids Chapters book; all new weird-but-true facts, crafts, and activities; a new special ""17 Facts for 2017"" feature in every chapter; updated reference material, and much more.",10-12 tuổi
6279,National Geographic Kids: my Greek mythology adventure,https://lotuscommunity.org.vn/wp-content/uploads/2021/06/National-Geographic-Kids-my-Greek-mythology-adventure.jpg,24-6,056,National Geographic Society,Sách học và hoạt động,Hoạt động (7-9 tuổi),National Geographic Kids,"Based on the wildly popular National Geographic Kids magazine department ""Funny Fill-In,"" a long-running hit, this fun, interactive book challenges kids to think about words in creative ways, and to write their own wild and wacky stories. 
Get ready to meet the heroes and heroines of Greek legend in this action-packed mythological adventure. Filled with excitement and hilarity, this compositional challenge lets you tell your very own story starring... you! Combining National Geographic Kids' photography and illustrations in colorful laugh-out-loud pages, this engaging, entertaining, and educational book takes you on an adventure through the wild west and invites you to enter a new world imaginatively by combining your story with theirs.",Age 7 - 9
6280,National Geographic Kids: my national parks adventure,https://lotuscommunity.org.vn/wp-content/uploads/2021/06/National-Geographic-Kids-my-national-parks-adventure.jpg,24-6,055,National Geographic Society,Sách học và hoạt động,Hoạt động (7-9 tuổi),National Geographic Kids,"Filled with excitement and hilarity, this compositional challenge lets you tell your very own story set in America's national parks starring . . . you! Combining National Geographic Kids' photography and illustrations in colorful, laugh-out-loud pages, this engaging and educational book introduces you to the country’s greatest environmental treasures.
 
Can you imagine yourself in the middle of this adventure? Here's the scenario: you and a friend win a trip to visit twelve national parks, accompanied by a park ranger. Before long, wackiness ensues as you encounter roaming bison in Yellowstone, view harbor seals in Olympic National Park, see alligators in the Everglades, and attempt to climb Denali in Alaska. Filled with fun facts, this book will provide you with hours of entertainment as you fill in the blanks to create your own adventure! Join your story with ours as you travel on a hilarious romp through our most popular parks, while also Sách học và hoạt động important conservation lessons.",Age 7 - 9
6282,National Geographic Kids: my rain forest adventure,https://lotuscommunity.org.vn/wp-content/uploads/2021/06/National-Geographic-Kids-my-rain-forest-adventure.jpg,24-6,058,National Geographic Society,Sách học và hoạt động,Hoạt động (7-9 tuổi),National Geographic Kids,"As you gaze up toward the rain forest treetops, you see a... polka-dotted parrot?! That's right, if you're exploring the National Geographic Kids Funny Fill-in way! Sort the fact from the fiction in this fun and informative adventure. Filled with excitement and hilarity, this compositional challenge lets you tell your very own story starring...you! Combining National Geographic Kids' photography and illustrations in colorful laugh-out-loud pages, this engaging, entertaining, and educational book introduces you to the sights, sounds, and animals of the rain forest, and invites you to enter a new world imaginatively by combining your story with theirs.",Age 7 - 9
6283,National Geographic Kids: my space adventure,https://lotuscommunity.org.vn/wp-content/uploads/2021/06/National-Geographic-Kids-my-space-adventure.jpg,24-6,059,National Geographic Society,Sách học và hoạt động,Hoạt động (7-9 tuổi),National Geographic Kids,"Hop on board your brand-new spaceship. You've been selected by world leaders to explore strange new worlds, meet new alien beings, and even taste some of their food. What happens next is up to you! Filled with excitement and hilarity, this compositional challenge lets you tell your very own story starring...you! Combining photography from National Geographic Kids, and illustrations in colorful laugh-out-loud pages, this engaging, entertaining, and educational book introduces you to alien beings from across the universe, and invites you to enter their worlds imaginatively by combining your story with theirs.",Age 7 - 9
6302,Nature science experiments,https://lotuscommunity.org.vn/wp-content/uploads/2021/06/Nature-science-experiments.jpg,24-5,046,Sudipta Bardhan-Quallen,Sách học và hoạt động,Hoạt động (7-9 tuổi),Sterling,"Fun, easy-to-use, and accessible, this cool collection of science activities will have kids ages 9-12 eagerly carrying out experiments with common, everyday objects from the home and backyard.  The captivating ideas range from DNA collection (getting samples from real cells in your mouth) to investigating carnivorous plants (“Trigger This: Explore the Properties of the Venus Flytrap’s Trigger Hairs”).  Every topic is presented in appealing clear, reading-level-appropriate language with complementary experiments, sidebars, illustrations, photography, and extension activities.",Age 7 - 9
6448,Nuclear energy,https://lotuscommunity.org.vn/wp-content/uploads/2021/06/Nuclear-energy.jpg,27-4,042,Chris Oxlade,Sách tham khảo,Phát minh,Heinemann,"Readers will learn the history of the invention of nuclear energy in this title that includes information on the key players, the setbacks along the way, and the moments of discovery.",10-12 tuổi
6589,One Direction party pack,https://lotuscommunity.org.vn/wp-content/uploads/2021/06/One-Direction-party-pack.jpg,24-6,011,Carlton,Sách học và hoạt động,Hoạt động (7-9 tuổi),Carlton Kids,"1D devotees—party on, with this ultimate pack for fans of the band! It's got everything you need to plan the best time ever: a book loaded with fun ideas for One Direction party games and activities, plus press-out dolls of the boys to dress up, photos to cut out and keep, cool invitations, lots of reusable stickers, and a fabulous poster. Whether it's a sleepover, a birthday bash, a karaoke sing-along, or a screening of the 1D movie, you'll host the event of the year!",Age 7 - 9
6830,Phosphorus,https://lotuscommunity.org.vn/wp-content/uploads/2021/06/Phosphorus.jpg,25-5,022,Michael Sommers,Sách tham khảo,Mọi thứ vận hành ra sao,Rosen Central,"Phosphorus is an extremely useful element present in everything from matches and fireworks to steel, bronze, fertilizers, pesticides, and even toothpaste. It's also an essential part of all living things; we humans have phosphorus in our bones, nerve tissue, cells, and DNA. This title offers a comprehensive view of phosphorus, including its history, properties, compounds, and uses. With accessible language, vivid images, and step-by-step experiments, readers will gain an in-depth look at this important element.",10-12 tuổi
6858,"Pigs, cows, and probability",https://lotuscommunity.org.vn/wp-content/uploads/2021/06/Pigs-cows-and-probability.jpg,25-5,069,Marcie Aboff,Sách tham khảo,Mọi thứ vận hành ra sao,Capstone Press,Open the barn doors to a world of possibilities. Join Graph Giraffe as he explores probability on the farm. Learn how probability helps you see information in new ways.,10-12 tuổi
6859,"Pigs, cows, and probability",https://lotuscommunity.org.vn/wp-content/uploads/2021/06/Pigs-cows-and-probability.jpg,25-5,068,Marcie Aboff,Sách tham khảo,Mọi thứ vận hành ra sao,Capstone Press,Open the barn doors to a world of possibilities. Join Graph Giraffe as he explores probability on the farm. Learn how probability helps you see information in new ways.,10-12 tuổi
6945,Police rescue,https://lotuscommunity.org.vn/wp-content/uploads/2021/06/Police-rescue.jpg,27-3L,031,Deborah Chancellor,Sách tham khảo,Phát minh,Smart Apple Media,"Introduces readers to nine different emergency vehicles, such as police cars, boats, and helicopters, through diagramming and defining the characteristics and emergency situations in which each is used. Includes a reading quiz and web sites.",10-12 tuổi
6989,Position and direction,https://lotuscommunity.org.vn/wp-content/uploads/2021/06/Position-and-direction.jpg,25-5,006,Claire Piddock,Sách tham khảo,Mọi thứ vận hành ra sao,Crabtree Publishing Company,"Kids will learn about position and direction by following along with Sam in his family's new home. Where will he put things in his roomtop, bottom, inside, outside, behind, in front, above, or below? Other concepts include left and right, and north, south, east, and west.",10-12 tuổi
7313,Revolution in transportation,https://lotuscommunity.org.vn/wp-content/uploads/2021/06/Revolution-in-transportation.jpg,27-4,034,John Perritano,Sách tham khảo,Phát minh,Cavendish Square Publishing,This exciting series allows readers to examine technological revolutions that have helped shape our world's history.,10-12 tuổi
7359,Robots and the whole technology story,https://lotuscommunity.org.vn/wp-content/uploads/2021/06/Robots-and-the-whole-technology-story.jpg,27-3L,045,Glenn Murphy,Sách tham khảo,Phát minh, Macmillan Children's Books,"What's inside a laptop? How can you stuff 1,000 CDs into an MP3 player? Who built the Internet? How smart is the world's smartest robot? How do smartphones and TV remote controls work?
The answers to these and other brilliant questions about technology can be found in this funny and fascinating book in the Science Sorted series by Glenn Murphy, bestselling author of Why is Snot Green?. Packed to capacity with megabytes of marvellous information. Robots and the Whole Technology Story explores everything from the first simple engines to the latest gadgets, computers and networks.",10-12 tuổi
7360,Robots and the whole technology story,https://lotuscommunity.org.vn/wp-content/uploads/2021/06/Robots-and-the-whole-technology-story.jpg,27-3L,044,Glenn Murphy,Sách tham khảo,Phát minh, Macmillan Children's Books,"What's inside a laptop? How can you stuff 1,000 CDs into an MP3 player? Who built the Internet? How smart is the world's smartest robot? How do smartphones and TV remote controls work?
The answers to these and other brilliant questions about technology can be found in this funny and fascinating book in the Science Sorted series by Glenn Murphy, bestselling author of Why is Snot Green?. Packed to capacity with megabytes of marvellous information. Robots and the Whole Technology Story explores everything from the first simple engines to the latest gadgets, computers and networks.",10-12 tuổi
7361,Robots and the whole technology story,https://lotuscommunity.org.vn/wp-content/uploads/2021/06/Robots-and-the-whole-technology-story.jpg,27-3L,043,Glenn Murphy,Sách tham khảo,Phát minh, Macmillan Children's Books,"What's inside a laptop? How can you stuff 1,000 CDs into an MP3 player? Who built the Internet? How smart is the world's smartest robot? How do smartphones and TV remote controls work?
The answers to these and other brilliant questions about technology can be found in this funny and fascinating book in the Science Sorted series by Glenn Murphy, bestselling author of Why is Snot Green?. Packed to capacity with megabytes of marvellous information. Robots and the Whole Technology Story explores everything from the first simple engines to the latest gadgets, computers and networks.",10-12 tuổi
7371,Roller coasters,https://lotuscommunity.org.vn/wp-content/uploads/2021/06/Roller-coasters.jpg,27-4,078,Dana Rau,Sách tham khảo,Phát minh,Benchmark Books,Discusses the basic scientific principles and historical context of roller coasters.,10-12 tuổi
7374,Roman numerals and ordinals,https://lotuscommunity.org.vn/wp-content/uploads/2021/06/Roman-numerals-and-ordinals.jpg,25-5,007,Kylie Burns,Sách tham khảo,Mọi thứ vận hành ra sao,Crabtree Publishing Company,"Readers will learn what goes into the making of an aspirin and how some medical discoveries have been the result of trial, error, and ""chem-tacular"" luck! Easy experiments allow budding scientists to test theories.",10-12 tuổi
7382,Room on the broom activity book,https://lotuscommunity.org.vn/wp-content/uploads/2021/06/Room-on-the-broom-activity-book.jpg,24-4,051,Julia Donaldson,Sách học và hoạt động,Hoạt động (0-6 tuổi),Grosset & Dunlap,"Based on the bestselling Room on the Broom, this 48-page activity book is packed full of things to make, do, and color in; games to play and puzzles to solve; and more than 200 reusable stickers! With plenty to keep young readers busy for hours, it's the most fun any child could have without a broomstick.",Age 0 - 6
7556,Science alive: sound,https://lotuscommunity.org.vn/wp-content/uploads/2021/06/Science-alive-sound.jpg,25-5,004,Terry Jennings,Sách tham khảo,Mọi thứ vận hành ra sao,Smart Apple Media,"Explains essential facts about sound, including human voices, how musical instruments work, echoes, and ultrasound. Includes experiments.",10-12 tuổi
7560,Science at work in auto racing,https://lotuscommunity.org.vn/wp-content/uploads/2021/06/Science-at-work-in-auto-racing.jpg,25-5,054,Richard Hantula,Sách tham khảo,Mọi thứ vận hành ra sao,Cavendish Square Publishing,"Explains how the laws of science, especially physics, are at work in auto racing.",10-12 tuổi
7562,Science corner: electricity,https://lotuscommunity.org.vn/wp-content/uploads/2021/06/Science-corner-electricity.jpg,25-5,059,Angela Royston,Sách tham khảo,Mọi thứ vận hành ra sao,PowerKids Press,"In todays high-tech world, its easy to take daily advantages for granted, like how with the flip of a switch a room is instantly flooded with light. This informative volume explains what electricity is, where it comes from, and how it is used. Young readers will also learn how to create their own circuit and be able to see electricity in action.",10-12 tuổi
7563,Science corner: electricity,https://lotuscommunity.org.vn/wp-content/uploads/2021/06/Science-corner-electricity.jpg,25-5,058,Angela Royston,Sách tham khảo,Mọi thứ vận hành ra sao,PowerKids Press,"In todays high-tech world, its easy to take daily advantages for granted, like how with the flip of a switch a room is instantly flooded with light. This informative volume explains what electricity is, where it comes from, and how it is used. Young readers will also learn how to create their own circuit and be able to see electricity in action.",10-12 tuổi
7565,Science explorer: light,https://lotuscommunity.org.vn/wp-content/uploads/2021/06/Science-explorer-light.jpg,24-5,035,Dana Rau,Sách học và hoạt động,Hoạt động (7-9 tuổi),Cherry Lake Publishing,"Following the scientific process, this title provides instruction on how to conduct experiments that help students gain a better understanding of light.",Age 7 - 9
7566,Science explorer: minerals,https://lotuscommunity.org.vn/wp-content/uploads/2021/06/Science-explorer-minerals.jpg,24-5,034,Sophie Lockwood,Sách học và hoạt động,Hoạt động (7-9 tuổi),Cherry Lake Publishing,"Following the scientific process, this title provides instructions on how to conduct experiments that help students gain a better understanding of minerals.",Age 7 - 9
7567,Science explorer: weather,https://lotuscommunity.org.vn/wp-content/uploads/2021/06/Science-explorer-weather.jpg,24-5,037,Tamra Orr,Sách học và hoạt động,Hoạt động (7-9 tuổi),Cherry Lake Publishing,"Using the scientific process, gain a better understanding of the weather.",Age 7 - 9
7568,Science explorer: weather,https://lotuscommunity.org.vn/wp-content/uploads/2021/06/Science-explorer-weather.jpg,24-6,023,Tamra Orr,Sách học và hoạt động,Hoạt động (7-9 tuổi),Cherry Lake Publishing,"Using the scientific process, gain a better understanding of the weather.",Age 7 - 9
7570,Science matters: screws,https://lotuscommunity.org.vn/wp-content/uploads/2021/06/Science-matters-screws.jpg,25-5,032,Michael de Medeiros,Sách tham khảo,Mọi thứ vận hành ra sao,Weigl Pub Inc,"Introduces screws, including how they function and how they are used in everyday objects to make life easier.",10-12 tuổi
7658,Secrets of heat and cold,https://lotuscommunity.org.vn/wp-content/uploads/2021/06/Secrets-of-heat-and-cold.jpg,25-4,051,Andrew Solway,Sách tham khảo,Mọi thứ vận hành ra sao,Cavendish Square Publishing,"In Secrets of Heat and Cold, you will find out how heat is measured, what happens at absolute zero, and how refrigerators work.",10-12 tuổi
7659,Secrets of heat and cold,https://lotuscommunity.org.vn/wp-content/uploads/2021/06/Secrets-of-heat-and-cold.jpg,25-5,030,Andrew Solway,Sách tham khảo,Mọi thứ vận hành ra sao,Cavendish Square Publishing,"In Secrets of Heat and Cold, you will find out how heat is measured, what happens at absolute zero, and how refrigerators work.",10-12 tuổi
7674,Sensing the unknown,https://lotuscommunity.org.vn/wp-content/uploads/2021/06/Sensing-the-unknown.jpg,26-2L,026,Carl Green,Sách tham khảo,Hiểu biết chung,Enslow Publishers ,"In 1912, Mrs. Marshall watched passengers board the famous ship Titanic in England. As she watched the ship leave port, a vision flashed in her mind: ""That ship is going to sink!"" Four days later, the ship struck an iceberg and sank in the ocean. Her psychic vision came true! Is such a thing possible? Can a person truly predict an event before it happens? ""Sensing the unknown"" examines psychic paranormal powers, such as precognition and clairvoyance, and allows you to determine if you believe in ""seeing"" the future, or if it’s all a huge hoax. Find out in this book for reluctant readers.",10-12 tuổi
7730,Shifter karts,https://lotuscommunity.org.vn/wp-content/uploads/2021/06/Shifter-karts.jpg,27-4,049,Matt Doeden,Sách tham khảo,Phát minh,Capstone Press,"Discusses shifter karts, their main features, and how they are raced.",10-12 tuổi
7733,Shipwrecks,https://lotuscommunity.org.vn/wp-content/uploads/2021/06/Shipwrecks.jpg,27-4,066,Mary Cerullo,Sách tham khảo,Phát minh,Dutton Books for Young Readers,"An exploration of two strikingly different shipwrecks
For those who know how to interpret its secrets, a sunken ship has many tales to tell. The stories of the lives of those aboard its last voyage are revealed in the objects scattered around the shipwreck. Then there are the stories of the many ocean creatures that have found a home inside the broken hull.
Two shipwrecks, separated by two thousand miles and two centuries, share a common history of life, death, and rebirth. The first is the Henrietta Marve, a slave trader that sunk off Florida in 1700. The second, an elegant steamer with crew members from a thriving middle-class black community in Maine. Each of their stories starts with underwater exploration, one a search for fabled gold, the other for families lost at sea. Find out what underwater explorers discovered in these sunken cities beneath the sea.",10-12 tuổi
7799,Silicon,https://lotuscommunity.org.vn/wp-content/uploads/2021/06/Silicon.jpg,25-4,036,Michael Sommers,Sách tham khảo,Mọi thứ vận hành ra sao,Rosen Central,Silicon is the second most abundant element in the earth’s crust and it is estimated to be the seventh most plentiful element.,10-12 tuổi
7812,Simple Machines,https://lotuscommunity.org.vn/wp-content/uploads/2021/06/Simple-Machines-Allan-Fowler.jpg,27-4,065,Allan Fowler,Sách tham khảo,Phát minh,Children's Press,"The natural world comes alive for young readers with Rookie Read-About Science!

Rookie Read-About Physical Science series introduces the youngest readers (Ages 6-7) to physical science concepts. Each book features critical-thinking questions throughout the text; a simple, hands-on experiment; a glossary and more.",10-12 tuổi
7811,Simple machines,https://lotuscommunity.org.vn/wp-content/uploads/2021/06/Simple-machines.jpg,27-4,090,Joann Macken,Sách tham khảo,Phát minh,Amicus,Describes how simple machines are used in construction and how they make work easier. Includes experiments.,10-12 tuổi
7813,Simple machines: levers,https://lotuscommunity.org.vn/wp-content/uploads/2021/06/Simple-machines-levers.jpg,25-5,048,Kay Manolis,Sách tham khảo,Mọi thứ vận hành ra sao,Bellwether Media,"Levers are simple machines that make work easier. There are three different classes of levers. Students will learn what levers are, how the classes of levers differ, and how the construction of levers makes work easier.",10-12 tuổi
7814,Simple machines: ramps,https://lotuscommunity.org.vn/wp-content/uploads/2021/06/Simple-machines-ramps.jpg,25-5,052,Kay Manolis,Sách tham khảo,Mọi thứ vận hành ra sao,Bellwether Media,Ramps are simple machines used for work and play. Workers use them for easy loading and unloading. Skateboarders use them to do tricks. Readers will learn how ramps make work easier and how they are used in everyday life.,10-12 tuổi
7815,Simple machines: ramps,https://lotuscommunity.org.vn/wp-content/uploads/2021/06/Simple-machines-ramps.jpg,25-5,050,Kay Manolis,Sách tham khảo,Mọi thứ vận hành ra sao,Bellwether Media,Ramps are simple machines used for work and play. Workers use them for easy loading and unloading. Skateboarders use them to do tricks. Readers will learn how ramps make work easier and how they are used in everyday life.,10-12 tuổi
7816,Simple machines: wedges,https://lotuscommunity.org.vn/wp-content/uploads/2021/06/Simple-machines-wedges.jpg,25-5,051,Kay Manolis,Sách tham khảo,Mọi thứ vận hành ra sao,Bellwether Media,"Wedges are simple machines used to split, lift, or hold an object in place. Children will discover how wedges perform jobs for people and how they make everyday life easier.",10-12 tuổi
7817,Simple machines: wedges,https://lotuscommunity.org.vn/wp-content/uploads/2021/06/Simple-machines-wedges.jpg,25-5,049,Kay Manolis,Sách tham khảo,Mọi thứ vận hành ra sao,Bellwether Media,"Wedges are simple machines used to split, lift, or hold an object in place. Children will discover how wedges perform jobs for people and how they make everyday life easier.",10-12 tuổi
7819,Simply science: light and color,https://lotuscommunity.org.vn/wp-content/uploads/2021/06/Simply-science-light-and-color.jpg,25-5,031,Gerry Bailey,Sách tham khảo,Mọi thứ vận hành ra sao,Gareth Stevens Pub Learning Library,"Presents an introduction to light and color, discussing how different kinds of light work and how color affects everything.",10-12 tuổi
