S/N,Title,Images,Shelflist,Position,Author,Category,SubCategory,Publisher,Description,Tags
4852,L is for lolly gag,https://lotuscommunity.org.vn/wp-content/uploads/2021/07/L-is-for-lolly-gag.jpg,29-2L,20,Chronicle Books,Sách học và hoạt động,Tiếng Anh (Từ 13 tuổi trở lên),Chronicle Books,"A is for apple? B is for ball? Humbug! Forget about that hackneyed gobbledygook. In this lexicon of linguistic delights, word lovers of all ages will discover that A is for alley-oop, B is for brouhaha, and L is for, well, lollygag ! Packed with quirky illustrations, fun trivia, and lists within lists, this is one humdinger of a dictionary.",Từ 13 tuổi trở lên
5017,Little bugs 2: busy book,https://lotuscommunity.org.vn/wp-content/uploads/2021/07/Little-bugs-2-busy-book.jpg,28-2R,29,Carol Read,Sách học và hoạt động,Tiếng Anh (10-12 tuổi),Macmillan Children's Books,"Little Bugs delvelops interest and enjoyment in Sách học và hoạt động English and promotes an active desire in children to communicate in English. Six story-based units and material for festivals are contained in the Pupil's Books which include cut-outs, a picture dictionary and a double page of stickers.",10-12 tuổi
5201,Longman Pocket English dictionary,https://lotuscommunity.org.vn/wp-content/uploads/2021/07/Longman-Pocket-English-dictionary.jpg,29-2L,25,Longman,Sách học và hoạt động,Tiếng Anh (Từ 13 tuổi trở lên),Pearson Education,"The Longman Pocket English Dictionary is an ideal dictionary for intermediate students of English on the go. It explains the meaning of over 16,000 words and phrases in clear, simple language using a 2,000 word defining vocabulary. Example sentences are drawn from real-life usage to show natural, everyday English. Entries include word pronunciation, parts of speech, grammar tips, opposites and comparable words, and more.",Từ 13 tuổi trở lên
5202,Longman pocket phrasal verbs dictionary,https://lotuscommunity.org.vn/wp-content/uploads/2021/07/Longman-pocket-phrasal-verbs-dictionary.jpg,29-2L,24,Longman,Sách học và hoạt động,Tiếng Anh (Từ 13 tuổi trở lên),Pearson Education,"Check out phrasal verbs with the Longman Pocket Phrasal Verbs Dictionary. Phrasal verbs usually consist of two or three words, such as a verb followed by a participle. These verbs are typically idiomatic, and a specialized dictionary is needed to fully understand their meanings.The Longman Pocket Phrasal Verbs Dictionary explains what each phrasal verb means, and shows examples of how to use it.",Từ 13 tuổi trở lên
5246,Lord of the flies: York notes for GCSE,https://lotuscommunity.org.vn/wp-content/uploads/2021/07/Lord-of-the-flies-York-notes-for-GCSE.jpg,29-1,4,Beth Kemp,Sách học và hoạt động,Tiếng Anh (Từ 13 tuổi trở lên),Pearson Education,"A fully revised exam section: expert guidance on understanding the question, planning an answer, writing about effects and using quotations, plus tips on spelling, punctuation and grammar. All the key skills covered: 'Exam focus' model answer extracts with annotations, and 'Progress and Revision Checks' will guide students' Sách học và hoạt động, help them test their progress and reach their potential. The most in-depth analysis: from text summaries to characters, themes, contexts, form, structure and language, all designed to help students reach their potential.",Từ 13 tuổi trở lên
5296,Lower secondary English editing,https://lotuscommunity.org.vn/wp-content/uploads/2021/07/Lower-secondary-english-editing.jpg,29-1,31,Casco Publications,Sách học và hoạt động,Tiếng Anh (Từ 13 tuổi trở lên),Casco Publications,"A common misconception is writing is just that: writing. However, a lot of effort goes into the process of developing a piece of writing to make it presentable; and editing is a critical element of this process. The new GCE 'O' Level Syllabus 1128 recognises this by introducing a section on editing. Lower Secondary English Editing is specially designed to develop the student's skill in identifying and editing grammatical errors. With this as its sole focus, the student will get ample practice in helping him/her score in this specific section. Though the weightage of this section may be small, every mark makes a difference and perfecting one's skill in this component will pull one closer to one's desired grade in the English examination. The passages in this book are designed to expose students to a wide variety topics so that the knowledge and language skills they acquire through reading them may be applied to the other components of their English examination, giving them a holistic improvement in the langauge. We are confident that this book will give students the needed edge in their quest for academic excellence.",Từ 13 tuổi trở lên
5306,Lucky number,https://lotuscommunity.org.vn/wp-content/uploads/2021/07/Lucky-number.jpg,9-1,62,John Milne,Sách truyện thiếu nhi,7-9 tuổi,Macmillan Education,Charlie does not go to school. He works all day. Charlie shines shoes at Café Colombo. Charlie wants to be rich. He wants to sit in Café Colombo and drink coffee.,7-9 tuổi
5336,Lulu's piano lesson,https://lotuscommunity.org.vn/wp-content/uploads/2021/07/Lulu_s-piano-lesson.jpg,7-4,7,Arlene Alda,Sách truyện thiếu nhi,7-9 tuổi,Tundra Books,"Who wants to practice the piano? Certainly not Lulu. She'd rather listen to her swing squeak, the bell on her bike ring, or the apples thump as she climbs a tree. Even her shoes play a tip-tap tune as she runs on the sidewalk.
 Before she knows it, it's Friday afternoon and time for her piano lesson. Lulu's heart sinks. She hasn't practiced all week. Luckily, Lulu's teacher knows how to inspire his small student. A musician herself, Arlene Alda played the clarinet in the Houston Symphony. She understands how one little girl's imagination and a wise teacher can help us all discover the music around us and the fun of expressing that music on the piano. Perfectly complemented by Lisa Desimini's delightful cut-paper collage and digital illustrations, Lulu's Piano Lesson is truly a memorable one.",7-9 tuổi
5351,Macmillan English grammar in context: advanced,https://lotuscommunity.org.vn/wp-content/uploads/2021/07/Macmillan-English-grammar-in-context-advanced.jpg,29-1,7,Michael Vince,Sách học và hoạt động,Tiếng Anh (Từ 13 tuổi trở lên),Macmillan Education,"Macmillan English Grammar in Context is a cross-curricular, 3-level grammar practice series for adult and young adult learners, designed to revise and consolidate key grammatical structures.",Từ 13 tuổi trở lên
5485,Marshall Armstrong is new to our school,https://lotuscommunity.org.vn/wp-content/uploads/2021/07/Marshall-Armstrong-is-new-to-our-school.jpg,10-1,20,David Mackintosh,Sách truyện thiếu nhi,7-9 tuổi,HarperCollins Children's Books,"Marshall Armstrong is new to school and definitely stands out from the crowd, with his pale skin, perpetual hats, and special “space food” lunches that come in silver wrappers. He doesn’t play sports, and he doesn’t watch television. So when he invites everyone in class over for his birthday party, it’s sure to be a disaster. Or is it? Marshall Armstrong might have a trick or two up his long, “sun protective” sleeve.
 David Mackintosh’s story, with its bold design and sharply humorous observations, is a highly original take on the popular theme of the difficulties of being the new kid and making friends.",7-9 tuổi
5683,Mighty Robot versus the uranium unicorns from Uranus,https://lotuscommunity.org.vn/wp-content/uploads/2021/07/Mighty-Robot-versus-the-uranium-unicorns-from-Uranus.jpg,22-2,96,Ricky Ricotta,Sách truyện thiếu nhi,10-12 tuổi,The Blue Sky Press,"Ricky Ricotta loves his Mighty Robot, but sometimes it's hard for a little mouse to have a best friend who's so big. One night, Ricky makes a wish: If only his Mighty Robot had another friend who was his own size so he wouldn't have to hang out with Ricky all the time. Little does Ricky know, his wish is about to come true. Evil Uncle Unicorn has traveled all the way from Uranus with a mean and nasty plan. He's built a giant Ladybot to trick the Mighty Robot so he can take over planet Earth. Once again, it's up to Ricky and his pals to save the day.",10-12 tuổi
5684,Mighty Robot versus the uranium unicorns from Uranus,https://lotuscommunity.org.vn/wp-content/uploads/2021/07/Mighty-Robot-versus-the-uranium-unicorns-from-Uranus.jpg,22-2,93,Ricky Ricotta,Sách truyện thiếu nhi,10-12 tuổi,The Blue Sky Press,"Ricky Ricotta loves his Mighty Robot, but sometimes it's hard for a little mouse to have a best friend who's so big. One night, Ricky makes a wish: If only his Mighty Robot had another friend who was his own size so he wouldn't have to hang out with Ricky all the time. Little does Ricky know, his wish is about to come true. Evil Uncle Unicorn has traveled all the way from Uranus with a mean and nasty plan. He's built a giant Ladybot to trick the Mighty Robot so he can take over planet Earth. Once again, it's up to Ricky and his pals to save the day.",10-12 tuổi
5701,Miles to go,https://lotuscommunity.org.vn/wp-content/uploads/2021/07/Miles-to-go.jpg,9-2,33,Jamie Harper,Sách truyện thiếu nhi,7-9 tuổi,Candlewick,"“Gotta go!” Miles, preschooler and (toy) car enthusiast, is off to school, zigging and zagging past his sister’s trike and his brother’s truck. The trip is adventurous indeed, with the neighborhood dog to greet, puddles to navigate, even roads to cross (with Mom close at hand, of course). Jamie Harper’s adorable, energetic illustrations and wonderfully childlike sensibility will appeal to every busy little kid who loves things that go.",7-9 tuổi
5702,Miles to go,https://lotuscommunity.org.vn/wp-content/uploads/2021/07/Miles-to-go.jpg,9-2,34,Jamie Harper,Sách truyện thiếu nhi,7-9 tuổi,Candlewick,"“Gotta go!” Miles, preschooler and (toy) car enthusiast, is off to school, zigging and zagging past his sister’s trike and his brother’s truck. The trip is adventurous indeed, with the neighborhood dog to greet, puddles to navigate, even roads to cross (with Mom close at hand, of course). Jamie Harper’s adorable, energetic illustrations and wonderfully childlike sensibility will appeal to every busy little kid who loves things that go.",7-9 tuổi
5706,Millie Fierce,https://lotuscommunity.org.vn/wp-content/uploads/2021/07/Millie-Fierce.jpg,15-2,4,Jane Manning,Sách truyện thiếu nhi,7-9 tuổi,Philomel Books,"Millie is quiet. Millie is sweet. Millie is mild. But the kids at school don't listen to her. And she never gets a piece of birthday cake with a flower on it. And some girls from her class walk right on top of her chalk drawing and smudge it. And they don't even say they're sorry!
 
 So that's when Millie decides she wants to be fierce! She frizzes out her hair, sharpens her nails and runs around like a wild thing. But she soon realizes that being fierce isn't the best way to get noticed either, especially when it makes you turn mean. So Millie decides to be nice--but to keep a little of that fierce backbone hidden inside her. In case she ever needs it again.",7-9 tuổi
5707,Millie Fierce,https://lotuscommunity.org.vn/wp-content/uploads/2021/07/Millie-Fierce.jpg,10-1,8,Jane Manning,Sách truyện thiếu nhi,7-9 tuổi,Philomel Books,"Millie is quiet. Millie is sweet. Millie is mild. But the kids at school don't listen to her. And she never gets a piece of birthday cake with a flower on it. And some girls from her class walk right on top of her chalk drawing and smudge it. And they don't even say they're sorry!
 
 So that's when Millie decides she wants to be fierce! She frizzes out her hair, sharpens her nails and runs around like a wild thing. But she soon realizes that being fierce isn't the best way to get noticed either, especially when it makes you turn mean. So Millie decides to be nice--but to keep a little of that fierce backbone hidden inside her. In case she ever needs it again.",7-9 tuổi
5724,Minerva Louise,https://lotuscommunity.org.vn/wp-content/uploads/2021/07/Minerva-Louise.jpg,18-4,46,Janet Morgan Stoeke,Sách truyện thiếu nhi,7-9 tuổi,Dutton Books for Young Readers,"Minerva Louise loves the farmhouse with the red curtains, and one day she decides to explore it from the inside. Children will laugh at her silly antics and love pointing out her mistakes. Stoeke's bright, streamlined art and offbeat text have put the daffy Minerva Louise on the map - and won her a place in children's hearts.",7-9 tuổi
5725,Minerva Louise,https://lotuscommunity.org.vn/wp-content/uploads/2021/07/Minerva-Louise.jpg,18-4,47,Janet Morgan Stoeke,Sách truyện thiếu nhi,7-9 tuổi,Dutton Books for Young Readers,"Minerva Louise loves the farmhouse with the red curtains, and one day she decides to explore it from the inside. Children will laugh at her silly antics and love pointing out her mistakes. Stoeke's bright, streamlined art and offbeat text have put the daffy Minerva Louise on the map - and won her a place in children's hearts.",7-9 tuổi
5745,Minotaur,https://lotuscommunity.org.vn/wp-content/uploads/2021/07/Minotaur.jpg,21-3,17,Gilly Cameron Cooper,Sách truyện thiếu nhi,10-12 tuổi,World Almanac Library,"This is a re-telling of this popular myth from ancient Greece. A gripping drama featuring villains and heroes, fantastical creatures and terrifying monsters, gods and goddesses, morals and dilemmas.",10-12 tuổi
5752,Miss Brooks loves books,https://lotuscommunity.org.vn/wp-content/uploads/2021/07/Miss-Brooks-loves-books.jpg,18-4,9,Barbara Bottner,Sách truyện thiếu nhi,7-9 tuổi,Knopf Books for Young Readers,"With the help of Miss Brooks, Missy’s classmates all find books they love in the library - books about fairies and dogs and trains and cowboys. But Missy dismisses them all - “Too flowery, too furry, too clickety, too yippity.”
 
 Still, Miss Brooks remains undaunted. Book Week is here and Missy will find a book to love if they have to empty the entire library. What story will finally win over this beastly, er, discriminating child? William Steig’s Shrek!—the tale of a repulsive green ogre in search of a revolting bride—of course!
 
 Barbara Bottner and Michael Emberley pay playful homage to the diverse tastes of child readers and the valiant librarians who are determined to put just the right book in each child’s hands.",7-9 tuổi
5754,Miss Fox's class earns a field trip,https://lotuscommunity.org.vn/wp-content/uploads/2021/07/Miss-Fox_s-class-earns-a-field-trip.jpg,15-2,19,Eileen Spinelli,Sách truyện thiếu nhi,7-9 tuổi,Albert Whitman & Company,"Miss Fox's class wants to go to Roller Coaster Planet―but they have to earn their way to the park. When their fund-raising attempts go awry, the class discovers their earnings are going down, not up! This fun picture book introduces kids to budgeting.",7-9 tuổi
5758,Miss Jump the jockey,https://lotuscommunity.org.vn/wp-content/uploads/2021/07/Miss-Jump-the-jockey.jpg,17-1,93,Allan Ahlberg,Sách truyện thiếu nhi,7-9 tuổi,Puffin Books,"Miss Jump the Jockey is a hilarious picture book by Allan Ahlberg, illustrated by Andre Amstutz.
 
 Miss Josie Jump the jockey can't wait to gallop in a race like her mum, her brother and even her grandma, but everyone says she's too young. But then grandma's horse gets a sore throat and Jimmy Jump gets a splinter in his bottom so she might get her chance at last...",7-9 tuổi
5764,Miss Rumphius,https://lotuscommunity.org.vn/wp-content/uploads/2021/07/Miss-Rumphius.jpg,10-4,60,Barbara Cooney,Sách truyện thiếu nhi,7-9 tuổi,Puffin Books,"Alice made a promise to make the world a more beautiful place, then a seed of an idea is planted and blossoms into a beautiful plan. This beloved classic and celebration of nature - written by a beloved Caldecott winner - is lovelier than ever!",7-9 tuổi
5801,Monet's impressions,https://lotuscommunity.org.vn/wp-content/uploads/2021/07/Monet_s-impressions.jpg,16-3,45,Claude Monet,Sách truyện thiếu nhi,7-9 tuổi,Chronicle Books,"Throughout his life, Claude Monet wrote and spoke about his art. This elegant book pairs spectacular reproductions of some of his most important paintings with his own words to create a uniquely personal look at the work of one of the worlds most renowned artists. The poetic text introduces readers to the Impressionists' goal of capturing a fleeting moment and makes this an art book perfect for the young and the young at heart.",7-9 tuổi
5819,Monster Boy's valentine,https://lotuscommunity.org.vn/wp-content/uploads/2021/07/Monster-Boy_s-valentine.jpg,11-2,74,Carl Emerson,Sách truyện thiếu nhi,7-9 tuổi,ABDO Publishing,"Valentine's Day seems like the perfect time for Marty Onster to let his best friend, Sally Weet, know how great she is. But when Bart Ully upstages Marty's card, the monster in Marty can't help but break a few hearts. Will he break Sally's, too?",7-9 tuổi
5836,Monsters not allowed,https://lotuscommunity.org.vn/wp-content/uploads/2021/07/Monsters-not-allowed.jpg,8-4,25,Tracey Hammett,Sách truyện thiếu nhi,7-9 tuổi,Scholastic,"When a monster stomps his way into school and then yodels, warbles and whoops his way through lessons, the teachers are worried. Soon he does so many naughty things that Mr Jedd the Deputy Head bans him from the school! But the children love their monster, and without him the school feels sad and quiet. Can everyone pull together and persuade Mr Jedd to change his mind? This is a warm and funny story all about the importance of including others, and Sách học và hoạt động to love the things that make them different.",7-9 tuổi
5838,Monstersaurus,https://lotuscommunity.org.vn/wp-content/uploads/2021/07/Monstersaurus.jpg,16-4,10,Claire Freedman,Sách truyện thiếu nhi,7-9 tuổi,Simon & Schuster Childrens Books,Monty loves inventing But things don't always work - His walking toaster ran away And the robot went berserk! But then one day Monty found a book with instructions on how to create inventions very rare… read it if you dare!,7-9 tuổi
5842,Moo Hoo,https://lotuscommunity.org.vn/wp-content/uploads/2021/07/Moo-Hoo.jpg,8-4,46,Candace Ryan,Sách truyện thiếu nhi,7-9 tuổi,Walker Childrens,"Cow and Owl are best friends. Moo Hoo! They do everything together, like make music (Two Coo) and go trick-or-treating together (Boo! Boo!). But when a strange playmate shows up (Roo New), they will discover that three is better than two (New True Crew).
 
 From the team that brought you last year's adorable hit RIBBIT RABBIT, MOO HOO combines another spare and effortlessly clever text with retro and eye-catching illustrations, and is sure to delight young readers and their parents alike.",7-9 tuổi
5847,Moon bear,https://lotuscommunity.org.vn/wp-content/uploads/2021/07/Moon-bear.jpg,8-3,57,Brenda Guiberson,Sách truyện thiếu nhi,7-9 tuổi,Square Fish,"Moon bears, or Asiatic black bears, are named for the white moon-shaped blaze on their chests. Moon bears are seldom seen but their footprints, claw marks, hair, and bear nests high in the trees give us clues about how they live. Sadly, there are now more moon bears in captivity than in the wild, as these animals are being ""farmed"" for their commercially valuable bile.
 
 Brenda Guiberson's lyrical text and Ed Young's stunning illustrations combine in a winning tribute to this endangered species. Follow one moon bear in the wild as she eats, plays, hibernates, and wakes up again in spring.",7-9 tuổi
5848,Moon dreams,https://lotuscommunity.org.vn/wp-content/uploads/2021/07/Moon-dreams.jpg,8-4,27,Gleb Toropov,Sách truyện thiếu nhi,7-9 tuổi,"Brubaker, Ford & Friends","In this picture book, the moon takes on many guises, getting bigger and bigger until a full moon shines on a little boy. Only he knows that the glowing orb in the sky is the moon and it's telling him something: time to go to sleep.",7-9 tuổi
5852,Moon theater,https://lotuscommunity.org.vn/wp-content/uploads/2021/07/Moon-theater.jpg,16-4,12,Etienne Delessert,Sách truyện thiếu nhi,7-9 tuổi,Creative Company,A young stagehand must complete a host of tasks before the moon can take center stage in the theater of night.,7-9 tuổi
5853,Moon theater,https://lotuscommunity.org.vn/wp-content/uploads/2021/07/Moon-theater.jpg,16-4,9,Etienne Delessert,Sách truyện thiếu nhi,7-9 tuổi,Creative Company,A young stagehand must complete a host of tasks before the moon can take center stage in the theater of night.,7-9 tuổi
5859,Mooshka: a quilt story,https://lotuscommunity.org.vn/wp-content/uploads/2021/07/Mooshka-a-quilt-story.jpg,8-4,17,Julie Paschkis,Sách truyện thiếu nhi,7-9 tuổi,Peachtree Publishing,"Karla loves her special quilt, Mooshka. But Mooshka is more than just a quilt.
 Karla’s grandmother lovingly pieced Mooshka together using scraps of fabric from members of Karla’s family. Each square, or “schnitz,” shares a special memory of Karla’s ancestors and their lives. Mooshka speaks, comforting Karla at bedtime with whispered stories.
 When new baby sister Hannah arrives, Karla’s routine is disrupted and Mooshka falls silent. Only when Karla shares Mooshka with her sister does the quilt begin to speak again and tell Hannah the treasured stories of her family.",7-9 tuổi
5873,Morris and Boris at the circus,https://lotuscommunity.org.vn/wp-content/uploads/2021/07/Morris-and-Boris-at-the-circus.jpg,17-1,77,B. Wiseman,Sách truyện thiếu nhi,7-9 tuổi,HarperCollins Children's Books,"This classic story about a mixed-up moose and his exasperated friend Boris is perfect for fans of Amelia Bedelia, Danny and the Dinosaur, and anyone who loves silly stories and fun word play.
 Morris the Moose has never been to the circus, so his friend Boris takes him there. When the ringmaster invites Morris to be part of the show, the fun begins for everyone - except poor Boris!",7-9 tuổi
5910,"Mouse, bird, snake, wolf",https://lotuscommunity.org.vn/wp-content/uploads/2021/07/Mouse-bird-snake-wolf.jpg,22-2,39,David Almond,Sách truyện thiếu nhi,10-12 tuổi,Candlewick,"The gods have created a world that is safe and calm and rather wonderful. They have built mountains, forests, and seas and filled the world with animals, people, and unnamed beasts. Now their days are fat with long naps in the clouds, mutual admiration, and tea and cake. But their world has gaps in it filled with emptiness, gaps that intrigue Harry, Sue, and little Ben until they begin to see what might fill them. One by one the children conjure, from twigs and leaves and stones, a mousy thing, a chirpy thing, and a twisty legless thing. But as the children’s ideas grow bolder, the power of their visions proves greater and more dangerous than they, or the gods, could ever have imagined. Is it possible to unmake what’s been made?",10-12 tuổi
5911,"Mouse, bird, snake, wolf",https://lotuscommunity.org.vn/wp-content/uploads/2021/07/Mouse-bird-snake-wolf.jpg,22-2,38,David Almond,Sách truyện thiếu nhi,10-12 tuổi,Candlewick,"The gods have created a world that is safe and calm and rather wonderful. They have built mountains, forests, and seas and filled the world with animals, people, and unnamed beasts. Now their days are fat with long naps in the clouds, mutual admiration, and tea and cake. But their world has gaps in it filled with emptiness, gaps that intrigue Harry, Sue, and little Ben until they begin to see what might fill them. One by one the children conjure, from twigs and leaves and stones, a mousy thing, a chirpy thing, and a twisty legless thing. But as the children’s ideas grow bolder, the power of their visions proves greater and more dangerous than they, or the gods, could ever have imagined. Is it possible to unmake what’s been made?",10-12 tuổi
5913,"Move over, Mother Goose",https://lotuscommunity.org.vn/wp-content/uploads/2021/07/Move-over-Mother-Goose.jpg,19-5,4,Ruth Dowell,Sách truyện thiếu nhi,10-12 tuổi,Gryphon House,"The 150-plus verses in Move Over, Mother Goose can by used to build self-esteem, learn new concepts, or just have fun. they are perfect for the ''in between'' times in the daily schedule and will be welcomed by parents and teachers.'",10-12 tuổi
5918,Moving the goal posts,https://lotuscommunity.org.vn/wp-content/uploads/2021/07/Moving-the-goal-posts.jpg,20-2,83,Rob Childs,Sách truyện thiếu nhi,10-12 tuổi,A & C Black,"So Joey and Chloe's parents decide it's time to move. But Joey and Chloe love their house. And as it turns out, their house loves them... and has a very special and utterly fantastic way of taking matters into its own hands.",10-12 tuổi
5929,Mr Chicken goes to Paris,https://lotuscommunity.org.vn/wp-content/uploads/2021/07/Mr-Chicken-goes-to-Paris.jpg,11-4,28,Leigh Hobbs,Sách truyện thiếu nhi,7-9 tuổi,Bloomsbury Children's Books,"Mr. Chicken has taken up his friend Yvette's invitation to visit Paris. As they journey together through the City of Love, Mr. Chicken is overcome by the magic of all the city has to offer - and the inhabitants of this most stylish city don't quite know what to make of him. Mr. Chicken is yet another unforgettable and riotous character from Leigh Hobbs who will delight children of all ages.",7-9 tuổi
5930,Mr Chicken goes to Paris,https://lotuscommunity.org.vn/wp-content/uploads/2021/07/Mr-Chicken-goes-to-Paris.jpg,11-4,4,Leigh Hobbs,Sách truyện thiếu nhi,7-9 tuổi,Bloomsbury Children's Books,"Mr. Chicken has taken up his friend Yvette's invitation to visit Paris. As they journey together through the City of Love, Mr. Chicken is overcome by the magic of all the city has to offer - and the inhabitants of this most stylish city don't quite know what to make of him. Mr. Chicken is yet another unforgettable and riotous character from Leigh Hobbs who will delight children of all ages.",7-9 tuổi
5933,Mr Duck means business,https://lotuscommunity.org.vn/wp-content/uploads/2021/07/Mr-Duck-means-business.jpg,11-4,57,Tammi Sauer,Sách truyện thiếu nhi,7-9 tuổi,Simon & Schuster Childrens Books,"All Duck wants in the world is a little bit of peace and quiet, but the other animals on the farm just don't understand. Can Duck make friends with his fellow barnyard animals and still get the peace and quiet he wants?",7-9 tuổi
5951,Mr. Ferlinghetti's poem,https://lotuscommunity.org.vn/wp-content/uploads/2021/07/Mr.-Ferlinghetti_s-poem.jpg,8-4,1,David Frampton,Sách truyện thiếu nhi,7-9 tuổi,Wm. B. Eerdmans Publishing,"On a sweltering summer day in Brooklyn, the local firemen spray a group of bored city kids with cool water from their hoses. In the water-drenched moments that follow, the children make the most of this unexpected treat. Lawrence Ferlinghetti's poem comes alive with charming and exuberant woodcuts by David Frampton, creating an adventure that readers of all ages will enjoy.",7-9 tuổi
6038,Mucky Micky,https://lotuscommunity.org.vn/wp-content/uploads/2021/07/Mucky-Micky.jpg,18-3,69,Laurence Anholt,Sách truyện thiếu nhi,7-9 tuổi,Orchard Books,"Meet Micky - the muckiest of all Ruby's relations! Join Ruby and Micky as they continue the hilarious tour of their crazy family in this delightful new spin on Laurence Anholt's much-loved series. With the original fabulous illustrations by Tony Ross, these popular books have been refreshed for a vibrant and contemporary feel.",7-9 tuổi
6039,Mucky Micky,https://lotuscommunity.org.vn/wp-content/uploads/2021/07/Mucky-Micky.jpg,18-3,68,Laurence Anholt,Sách truyện thiếu nhi,7-9 tuổi,Orchard Books,"Meet Micky - the muckiest of all Ruby's relations! Join Ruby and Micky as they continue the hilarious tour of their crazy family in this delightful new spin on Laurence Anholt's much-loved series. With the original fabulous illustrations by Tony Ross, these popular books have been refreshed for a vibrant and contemporary feel.",7-9 tuổi
6040,Mucky Micky,https://lotuscommunity.org.vn/wp-content/uploads/2021/07/Mucky-Micky.jpg,18-3,66,Laurence Anholt,Sách truyện thiếu nhi,7-9 tuổi,Orchard Books,"Meet Micky - the muckiest of all Ruby's relations! Join Ruby and Micky as they continue the hilarious tour of their crazy family in this delightful new spin on Laurence Anholt's much-loved series. With the original fabulous illustrations by Tony Ross, these popular books have been refreshed for a vibrant and contemporary feel.",7-9 tuổi
6045,Mufaro's beautiful daughters,https://lotuscommunity.org.vn/wp-content/uploads/2021/07/Mufaro_s-beautiful-daughters.jpg,19-3,6,John Steptoe,Sách truyện thiếu nhi,10-12 tuổi,HarperCollins Children's Book,"Inspired by a traditional African folktale, this is the story of Mufaro, who is proud of his two beautiful daughters. Nyasha is kind and considerate, but everyone - except Mufaro - knows that Manyara is selfish and bad-tempered. When the Great King decides to take a wife and invites the most worthy and beautiful daughters in the land to appear before him, Mufaro brings both of his daughters - but only one can be queen. Who will the king choose?",10-12 tuổi
6049,Mule school,https://lotuscommunity.org.vn/wp-content/uploads/2021/07/Mule-school.jpg,16-2,25,Julia Rawlinson,Sách truyện thiếu nhi,7-9 tuổi,Good Books,"Stomper the mule isn't sure about the rules at mule school. The other mules are as stubborn as... well... a mule! But Stomper doesn't want to be stubborn all the time. So when a terrible disaster strikes, it's up to Stomper to save his classmates from their own stubbornness and make them realize that sometimes it's good to be different... A fun-filled, stompingly great story!",7-9 tuổi
6050,Multiply by hand,https://lotuscommunity.org.vn/wp-content/uploads/2021/07/Multiply-by-hand.jpg,18-3,74,Marcia Freeman,Sách truyện thiếu nhi,7-9 tuổi,Rosen Publishing,Teaches readers how to use their fingers when multiplying by nines.,7-9 tuổi
6072,My big book of favourite songs,https://lotuscommunity.org.vn/wp-content/uploads/2021/07/My-big-book-of-favourite-songs.jpg,10-2,78,Iva Visosevic,Sách truyện thiếu nhi,7-9 tuổi,North Parade Publishing,A charming collection of Children's best-loved songs with a delightful sing-along CD. Perfect for parents and young children.,7-9 tuổi
6073,My big book of favourite songs,https://lotuscommunity.org.vn/wp-content/uploads/2021/07/My-big-book-of-favourite-songs.jpg,10-2,77,Iva Visosevic,Sách truyện thiếu nhi,7-9 tuổi,North Parade Publishing,A charming collection of Children's best-loved songs with a delightful sing-along CD. Perfect for parents and young children.,7-9 tuổi
6085,My brilliant career,https://lotuscommunity.org.vn/wp-content/uploads/2021/07/My-brilliant-career.jpg,22-2,61,James Bean,Sách truyện thiếu nhi,10-12 tuổi,Real Reads,"Sybylla Melvyn yearns for a life in the arts. She loves music and is determined to write a book. But as the daughter of a poor dairy farmer, she despairs of ever realising her ambitions. 
 Then comes the opportunity for Sybylla to go and live with wealthy relatives. In her new home she tastes a life of culture and refinement. She also meets handsome, rich Harold Beecham, who offers her a future most young women would dream of. 
 But Sybylla is torn between a comfortable married life and the career she craves. Will Harold win her over? How will Sybylla live with the choice she makes?",10-12 tuổi
6108,My daddy,https://lotuscommunity.org.vn/wp-content/uploads/2021/07/My-daddy.jpg,16-2,30,Curtis Jobling,Sách truyện thiếu nhi,7-9 tuổi,Collins,"Sophie and Sue and Molly like to go to the park. They swing and they talk, they talk and they swing, but they can't always agree. Sophie and Sue boast about their daddies. Each one is sure that hers is the best in the whole wide world. Sophie's daddy always wins everything! But Sue's daddy isn't ever afraid! The boasts get bigger and bigger... My daddy's a Super Hero! My daddy's a Super Dooper Hero! My daddy's Father Christmas! But Molly is very quiet - I wonder what her daddy does? With its bright, cartoony artwork and exuberant text, this is a book that’s great fun for sharing and reading aloud.",7-9 tuổi
6115,"My day, my way",https://lotuscommunity.org.vn/wp-content/uploads/2021/07/My-day-my-way.jpg,8-4,48,Thando McLaren,Sách truyện thiếu nhi,7-9 tuổi,Tango Books,"This lift-the-flap book follows four children from different parts of the world (the UK, Japan, Morocco, and Guyana) from first thing in the morning through their school day, evening meal, and to bed. Each child writes about their day in their own words and handwriting. The removable poster has more information and can be hung on the wall at home or in the classroom.",7-9 tuổi
6116,My dog is as smelly as dirty socks,http://lotuscommunity.org.vn/wp-content/uploads/2021/07/My-dog-is-as-smelly-as-dirty-socks.jpg,14-4,23,Hanoch Piven,Sách truyện thiếu nhi,7-9 tuổi,Dragonfly Books,"How do you draw a playful daddy? Or a smelly dog? For any kid who's ever been asked to ""draw a picture of your family,"" here's an unusual and much more fun take on the project! Using objects to represent personality traits, acclaimed illustrator Hanoch Piven creates simple and funny portraits that perfectly describe all the members of one girl's family. Children of all ages will be inspired to make their own family portraits after reading this book.",7-9 tuổi
