S/N,Title,Images,Shelflist,Position,Author,Category,SubCategory,Publisher,Description,Tags
4416,Ira sleeps over,https://lotuscommunity.org.vn/wp-content/uploads/2021/04/Ira-sleeps-over.jpg,8-3,060,Bernard Waber,Sách truyện thiếu nhi,7-9 tuổi,Houghton Mifflin,"Ira is thrilled to spend the night at Reggie's, until his sister raises the question of whether he should take his teddy bear. ""An appealing picture book which depicts common childhood qualms with empathy and humor.""",7-9 tuổi
4427,Is that a bat?,https://lotuscommunity.org.vn/wp-content/uploads/2021/04/Is-that-a-bat.jpg,24-2,023,Lawrence Schimel,Sách tham khảo,Động vật,Innovative Kids,"Science Made Simple! Whenever kids learn something about the world that they didn?t know before, that?s a discovery! With Little Pirate, kids learn how to make discoveries. When they join Little Pirate on an adventure, they?ll wonder, observe, experiment, draw conclusions, and build on what they?ve discovered. And the more kids discover, the bigger their world gets!",10-12 tuổi
4553,Jaguars,https://lotuscommunity.org.vn/wp-content/uploads/2021/04/Jaguars-by-Melissa-Gish.jpg,23-6,062,Melissa Gish,Sách tham khảo,Động vật,Creative Education,"A look at jaguars, including their habitats, physical characteristics such as their powerful jaws, behaviors, relationships with humans, and threatened status in the world today.",10-12 tuổi
4554,Jaguars,https://lotuscommunity.org.vn/wp-content/uploads/2021/04/Jaguars-by-Jennifer-Marks.jpg,23-2,013,Jennifer Marks,Sách tham khảo,Động vật,Capstone Press,"Creeping quietly through a jungle, a jaguar stays hidden in the leaves. Learn more about these powerful, spotted creatures in Jaguars.",10-12 tuổi
4582,Jason and the golden fleece,https://lotuscommunity.org.vn/wp-content/uploads/2021/04/Jason-and-the-golden-fleece.jpg,12-4,070,Saviour Pirotta,Sách truyện thiếu nhi,7-9 tuổi,Usborne Publishing Ltd,"When Jason is sent on a quest for the Golden Fleece, he has no idea that it will involve clashing rocks, man-eating birds and a murderous king! This lovely little book retells a classic Greek myth in rich, vibrant artwork and carefully-levelled text. Presented in a hardback gift edition with a ribbon marker, it supports Level Two of the Usborne Young Reading series, designed to build the confidence and ability of beginner readers.",7-9 tuổi
4667,Just one more swim,https://lotuscommunity.org.vn/wp-content/uploads/2021/04/Just-one-more-swim.jpg,10-2,079,Caroline Pitcher,Sách truyện thiếu nhi,7-9 tuổi,Parragon Club,"Just One More Swim tells the story of two young polar bear cubs taking their first nervous steps toward the ocean, under the caring, watchful eye of their mother.",7-9 tuổi
4674,Kali's song,https://lotuscommunity.org.vn/wp-content/uploads/2021/04/kali_s-song.jpg,15-2,040,Jeanette Winter,Sách truyện thiếu nhi,7-9 tuổi,Schwartz & Wade,"Renowned picture book author and illustrator Jeanette Winter brings us the enchanting story of a boy named Kali who lived thousands and thousands of years ago. Kali must learn to hunt, like the rest of the men in his tribe. But when Kali plucks the string on his bow, he forgets about shooting arrows, and makes music long into the night. Even the stars come close to listen.
 
 This lovely story celebrates the uniqueness in all of us, the beauty of the natural world, and the power of music and art over violence.",7-9 tuổi
4675,Kali's song,https://lotuscommunity.org.vn/wp-content/uploads/2021/04/kali_s-song.jpg,15-2,039,Jeanette Winter,Sách truyện thiếu nhi,7-9 tuổi,Schwartz & Wade,"Renowned picture book author and illustrator Jeanette Winter brings us the enchanting story of a boy named Kali who lived thousands and thousands of years ago. Kali must learn to hunt, like the rest of the men in his tribe. But when Kali plucks the string on his bow, he forgets about shooting arrows, and makes music long into the night. Even the stars come close to listen.
 
 This lovely story celebrates the uniqueness in all of us, the beauty of the natural world, and the power of music and art over violence.",7-9 tuổi
4710,Keat's neighborhood,https://lotuscommunity.org.vn/wp-content/uploads/2021/04/Keat_s-neighborhood.jpg,12-1,081,Ezra Jack Keats,Sách truyện thiếu nhi,7-9 tuổi,Viking Books for Young Readers,"Ezra Jack Keats is widely acknowledged as one of the first people to feature realistic, friendly, multi-ethnic urban settings in his picture books-forever changing the landscape of children's literature in the process. Now this beautiful collection brings together nine of his best-loved stories, including the 1963 Caldecott Medal-winning book The Snowy Day and Caldecott Honor book Goggles!, plus Whistle for Willie, Peter's Chair, Apt. 3, and others. Also included is artwork from an unfinished picture book, The Giant Turnip, published here for the very first time. An introduction by celebrated critic of children's literature Anita Silvey outlines Keats's career and inimitable contributions. In addition, five of the most important writers and illustrators working in the field today share their thoughts on Keats and the legacy he left behind. An afterword describes his incredible life, from his childhood in Brooklyn to children's book legend.",7-9 tuổi
4750,Killer snakes: black mamba,https://lotuscommunity.org.vn/wp-content/uploads/2021/04/Killer-snakes-black-mamba.jpg,24-1,086,Angelo Gangemi,Sách tham khảo,Động vật,Gareth Stevens Leveled Readers,"Introduces the black mamba and describes the physical characteristics, life cycle, habitat, and predatory behavior.",10-12 tuổi
4751,Killer snakes: copperhead,https://lotuscommunity.org.vn/wp-content/uploads/2021/04/Killer-snakes-copperhead.jpg,24-1,096,Victoria Braidich,Sách tham khảo,Động vật,Gareth Stevens Leveled Readers,"Named for its reddish-brown head, the copperhead is the most common venomous snake in the eastern and central United States. In fact, in the United States, more people are bitten by copperheads than by any other venomous snake. Readers learn that its easy to accidentally surprise these snakes because they like to hide in leaves and rocks, and sometimes even in peoples backyards. Informative text paired with vibrant photographs of this reptile help readers become copperhead experts.",10-12 tuổi
4752,Killer snakes: coral snake,https://lotuscommunity.org.vn/wp-content/uploads/2021/04/Killer-snakes-coral-snake.jpg,24-1,082,Jamie Honders,Sách tham khảo,Động vật,Gareth Stevens Leveled Readers,"There's an old saying about the colorful coral snake: ""Red on yellow, kill a fellow."" This is a handy phrase to remember because it helps people distinguish between dangerous coral snakes and the nonvenomous snakes that resemble them. Readers learn that the real coral snake packs a powerful dose of deadly venom in each bite. Numerous colorful photos of coral snakes in the wild are combined with informative text to give readers a close-up view of these dangerous slithering reptiles.",10-12 tuổi
4753,Killer snakes: death adder,https://lotuscommunity.org.vn/wp-content/uploads/2021/04/Killer-snakes-death-adder.jpg,23-3,067,Lincoln James,Sách tham khảo,Động vật,Gareth Stevens Leveled Readers,"Even though its smaller than many killer snakes, the death adder is still very dangerous. Readers will soon discover exactly why this snake is so aptly named. Colorful photographs show this venomous snake in action as readers learn exciting facts about how death adders hunt, eat, and survive.",10-12 tuổi
4754,Killer snakes: death adder,https://lotuscommunity.org.vn/wp-content/uploads/2021/04/Killer-snakes-death-adder.jpg,24-1,090,Lincoln James,Sách tham khảo,Động vật,Gareth Stevens Leveled Readers,"Even though its smaller than many killer snakes, the death adder is still very dangerous. Readers will soon discover exactly why this snake is so aptly named. Colorful photographs show this venomous snake in action as readers learn exciting facts about how death adders hunt, eat, and survive.",10-12 tuổi
4755,Killer snakes: spitting cobra,https://lotuscommunity.org.vn/wp-content/uploads/2021/04/Killer-snakes-spitting-cobra.jpg,23-3,085,Avery Willebrandt,Sách tham khảo,Động vật,Gareth Stevens Leveled Readers,"Introduces the spitting cobra, which in spite of its common name spreads its venom by spraying, and describes its habitat, appearance, and habits.",10-12 tuổi
4756,Killer snakes: spitting cobra,https://lotuscommunity.org.vn/wp-content/uploads/2021/04/Killer-snakes-spitting-cobra.jpg,24-1,071,Avery Willebrandt,Sách tham khảo,Động vật,Gareth Stevens Leveled Readers,"Introduces the spitting cobra, which in spite of its common name spreads its venom by spraying, and describes its habitat, appearance, and habits.",10-12 tuổi
4757,Killer snakes: taipan,https://lotuscommunity.org.vn/wp-content/uploads/2021/04/Killer-snakes-taipan.jpg,24-1,072,Shanya Worthy,Sách tham khảo,Động vật,Gareth Stevens Leveled Readers,"Presents information about the deadly snake often found in Australia and New Guinea, including the differences between several breeds of Taipans, what they eat, and how they hunt.",10-12 tuổi
4819,Koala,https://lotuscommunity.org.vn/wp-content/uploads/2021/04/koala.jpg,23-2,037,Greg Pyers,Sách tham khảo,Động vật,Harcourt Education,What do koalas spend most of their time doing? How do they get from tree to tree? And how do they look after their joeys? Find out the answers to these questions and more!,10-12 tuổi
4856,Labrador retrievers are the best,https://lotuscommunity.org.vn/wp-content/uploads/2021/04/Labrador-retrievers-are-the-best.jpg,23-6,021,Elaine Landau,Sách tham khảo,Động vật,Lerner Pub Group,"Explores the characteristics, history and needs of labrador retrievers.",10-12 tuổi
4934,Leo the snow leopard,https://lotuscommunity.org.vn/wp-content/uploads/2021/04/leo-the-snow-leopard.jpg,23-5,034,Juliana Hatkoff,Sách tham khảo,Động vật,Scholastic Press,"The true story of a baby snow leopard's amazing rescue.
 
 When Leo was less than seven weeks old, he became orphaned in the snowy Himalayan mountains in Pakistan. Snow leopards need their mothers during the first two years of their lives, but Leo was all alone. Luckily, the cub was rescued by a kind shepherd and his family, who hand-fed Leo and kept him safe. But Leo quickly grew too large and was given to Pakistani authorities, who also found themselves without the resources to help him. When the Wildlife Conservation Society learned of Leo's plight, they knew they had to do something. There was a special place that could save Leo.",10-12 tuổi
4939,Leopard seal,https://lotuscommunity.org.vn/wp-content/uploads/2021/04/leopard-seal.jpg,23-5,015,Katie Marsico,Sách tham khảo,Động vật,Heinemann Educational Books,"Young nature explorers and zoologists journey through a day in the life of the leopard seal. Discover their arctic home, eating habits, and fascinating behaviors. A step-by-step life cycle diagram, critical thinking-questions, and further resources will keep fact-hungry kids learning about the leopard seal.",10-12 tuổi
4959,Let's look at pigeons,https://lotuscommunity.org.vn/wp-content/uploads/2021/04/Let_s-look-at-pigeons.jpg,23-2,065,Janet Piehl,Sách tham khảo,Động vật,Lerner Publications,"What animal has feathers, a round body, and a head that bobs when it walks? Pigeons! But do you know how fast pigeons fly? Or where pigeons build their nests? Read this book to find out!",10-12 tuổi
4978,Life in a coral reef,https://lotuscommunity.org.vn/wp-content/uploads/2021/04/Life-in-a-Coral-Reef.jpg,23-5,030,Jen Green,Sách tham khảo,Động vật,Gareth Stevens Publishing,"Photo captions give facts about the flora and fauna of the environment
 Clear, age-appropriate language explains well-researched data
 Sidebars give focused explanations and descriptions
 Latest information on how environmental changes have impacted these habitats
 Meets curriculum standards for the study of biomes
 Observer tips provide young naturalists methods in the field",10-12 tuổi
5004,Lions,https://lotuscommunity.org.vn/wp-content/uploads/2021/04/lions.jpg,24-2,016,Susan Schafer,Sách tham khảo,Động vật,Cavendish Square Publishing,"We all recognize an elephant or a bear when we see one. But how much do we really know about these incredible animals? This lively series takes young readers to the heart of the jungle, across the plains and out to sea to explore the lives of these wildlife stars. Each volume examines the anatomy and special skills of its subject as well as its habitats, diets and hunting strategies. Remarkable insights into family and social interactions and compelling discussions about the often precarious future faced by each animal round out each volume. Written with flair, each easy-to-read title includes a variety of fact boxes and sidebars containing fascinating observations and fun trivia.",10-12 tuổi
5021,Little critter: Hansel and Gretel,https://lotuscommunity.org.vn/wp-content/uploads/2021/04/Little-critter-Hansel-and-Gretel.jpg,8-2,052,Mercer Mayer,Sách truyện thiếu nhi,7-9 tuổi,Random House Trade,"Illustrated in full color. Just as a nasty old witch threatens to make critter pie out of Little Critter Hansel, quick-thinking Little Critter Gretel comes to the rescue.",7-9 tuổi
5119,Little pirate: is a shark a fish?,https://lotuscommunity.org.vn/wp-content/uploads/2021/04/Little-pirate-is-a-shark-a-fish.jpg,23-4,075,Lawrence Schimel,Sách tham khảo,Động vật,Innovative Kids,"Discover the fascinating world alive under the ocean's surface. Kids will meet turtles, sharks, dolphins and crabs and learn along with Little Pirate what is a fish and what isn't. (It's not as obvious as you may think!) Eleven-spread case bound book with a gatefold back cover and an inset paper wheel that turns to transport Little Pirate into a world of wonder.",10-12 tuổi
5173,Lizards,https://lotuscommunity.org.vn/wp-content/uploads/2021/04/lizards.jpg,23-3,035,Nic Bishop,Sách tham khảo,Động vật,Scholastic Nonfiction,"Another fascinating close-up look at the wonders of the natural world from Sibert Honor photographer Nic Bishop.
 
 With breathtaking full-page images, including a double-gatefold spread, Sibert-Honor photographer Nic Bishop introduces the beauty and diversity of lizards.The simple, engaging text presents both basic information and fun, quirky facts about the appearance, habits, and life cycle of these amazing reptiles. An index and glossary are included.",10-12 tuổi
5174,Lizards in the sky: animals where you least expect them,https://lotuscommunity.org.vn/wp-content/uploads/2021/04/Lizards-in-the-sky-animals-where-you-least-expect-them.jpg,23-6,068,Claire Eamer,Sách tham khảo,Động vật,Annick Press,"Fish in trees? Frogs underground? Who knew?
 
 No one would expect to see a bird at the bottom of a stream, yet that is precisely where the American dipper hunts for food. How about a tortoise that lives in the desert? The way it keeps cool is even more surprising.
 
 Readers will be amazed to discover how the 36 animals featured in this book have evolved in order to live in hostile environments. From searing heat to glacial cold and from high in the sky to deep in the earth, these species endure extreme weather conditions and make their homes in the unlikeliest of places in order to hide from predators or to hunt for food.
 
 Some of the animals featured in the book are: Northern shrews whose brains and internal organs shrink during hibernation
 Snakes in Borneo that fly through the air
 Freshwater eels that travel over land to find food or a new source of water
 Salamanders that can go without food for 10 years!
 
 The full-color photographs and surprising, informative text will appeal to animal lovers of all ages.",10-12 tuổi
5183,Locusts,https://lotuscommunity.org.vn/wp-content/uploads/2021/04/locusts.jpg,23-5,038,Sandra Markle,Sách tham khảo,Động vật,Lerner Classroom,"Pay attention to these insects on the move--locusts! Usually, locusts live alone. When there is lots of food, the locust population grows. But when the weather turns dry and grasses die, the locusts are forced to live close together, and they go through amazing changes. Their colors become brighter, and their eyes become larger. They fly off in great swarms searching for food. Millions of locusts might land in a farmer's field and have a feast. When nothing green is left, the swarm flies off again. After they finally run out of food, the locusts separate and change again. In this exciting book, you can learn what makes locusts similar to and different from other insects. Close-up photographs and diagrams reveal extraordinary details about locusts' bodies, both inside and out. This book contains hands-on activities that help you understand how far locusts jump and how they make sounds. Learn more about this member of nature's fascinating Insect World!",10-12 tuổi
5208,Look inside a beaver's lodge,https://lotuscommunity.org.vn/wp-content/uploads/2021/04/Look-inside-a-beaver_s-lodge.jpg,23-5,049,Megan Cooley Peterson,Sách tham khảo,Động vật,Capstone Press,"Built on water, beavers live in lodges made of branches and mud. Learn more about beaver homes in Look Inside a Beaver's Lodge. You'll discover just how long it takes beavers to build these structures and much more!",10-12 tuổi
5209,Look inside a beaver's lodge,https://lotuscommunity.org.vn/wp-content/uploads/2021/04/Look-inside-a-beaver_s-lodge.jpg,23-6,075,Megan Cooley Peterson,Sách tham khảo,Động vật,Capstone Press,"Built on water, beavers live in lodges made of branches and mud. Learn more about beaver homes in Look Inside a Beaver's Lodge. You'll discover just how long it takes beavers to build these structures and much more!",10-12 tuổi
5341,Lynxes,https://lotuscommunity.org.vn/wp-content/uploads/2021/04/lynxes.jpg,23-3,083,Henry Randall,Sách tham khảo,Động vật,PowerKids Press,The four species of lynxes live in much of North America and parts of Europe and Asia. These mysterious cats are secretive yet fierce animals. This book will tap into young readers natural fascination with animals and nature while building emergent reading skills. A picture glossary helps reinforce important vocabulary.,10-12 tuổi
5347,Macaws,https://lotuscommunity.org.vn/wp-content/uploads/2021/04/macaws.jpg,23-6,070,Cecilia Pinto McCarthy,Sách tham khảo,Động vật,Capstone Press,A rainbow of color flies through the rain forest! Macaws are covered in bright feathers from head to tail. Read Macaws to find out how these colorful birds live in the rain forests.,10-12 tuổi
5357,Maddie's monster dad,https://lotuscommunity.org.vn/wp-content/uploads/2021/04/Maddie_s-monster-dad.jpg,18-2,006,Scott Gibala-Broxholm,Sách truyện thiếu nhi,7-9 tuổi,Two Lions,"Maddie loves monsters. She loves watching monster movies, eating monster cereal, and drawing monster pictures. She also loves doing things with her dad. But lately her dad has been very busy with work, so Maddie decides to use her Build-a-Beast kit to create a Monster Dad that is never too busy to play. It turns out there are some things that monsters can't do, and maybe a Monster Dad isn't as special as the real thing. The illustrations in gouache and pencil contain clever, fun details that children (and adults) will love.",7-9 tuổi
5358,Maddie's monster dad,https://lotuscommunity.org.vn/wp-content/uploads/2021/04/Maddie_s-monster-dad.jpg,16-4,006,Scott Gibala-Broxholm,Sách truyện thiếu nhi,7-9 tuổi,Two Lions,"Maddie loves monsters. She loves watching monster movies, eating monster cereal, and drawing monster pictures. She also loves doing things with her dad. But lately her dad has been very busy with work, so Maddie decides to use her Build-a-Beast kit to create a Monster Dad that is never too busy to play. It turns out there are some things that monsters can't do, and maybe a Monster Dad isn't as special as the real thing. The illustrations in gouache and pencil contain clever, fun details that children (and adults) will love.",7-9 tuổi
5371,Magic mummy,https://lotuscommunity.org.vn/wp-content/uploads/2021/04/magic-mummy.png,14-4,038,Caroline Stills,Sách truyện thiếu nhi,7-9 tuổi,Black dog books,"My mummy is magic.' A child details the things that make her mummy magic, from her eyes that can always tell when someone hasn't brushed their teeth, to her gentle hands when she brushes hair.",7-9 tuổi
5474,Marine minibeasts,https://lotuscommunity.org.vn/wp-content/uploads/2021/04/Marine-minibeasts.jpg,23-3,081,Kerry Nagle,Sách tham khảo,Động vật,Gareth Stevens Publishing,"Excellent nature photography
 Detailed captions reinforce key vocabulary
 Content supports elementary science curriculum
 Latest environmental impacts on habitats are covered
 Age-appropriate anatomical investigations
 High-interest animal subject matter to entice reluctant readers",10-12 tuổi
5490,Martha doesn't share,https://lotuscommunity.org.vn/wp-content/uploads/2021/04/Martha-doesn_t-share.jpg,17-3,069,Samantha Berger,Sách truyện thiếu nhi,7-9 tuổi,Little Brown Books for Young Readers,"Martha has a new favorite word.
 And that word is MINE!
 
 Martha has officially mastered apologizing. Unfortunately, she still has a lot to work on when it comes to sharing. And while she doesn't learn to love it, she does discover that having her toys to herself means having to play with them all by herself, too. Not so fun!
 
 This hilarious follow-up to Martha doesn't say sorry! shows readers that sharing isn't all that bad when you take it one (small) toy at a time like Martha does. It gets easier every day. Well, almost every day.",7-9 tuổi
5563,Max Spaniel: funny lunch,https://lotuscommunity.org.vn/wp-content/uploads/2021/04/Max-Spaniel-funny-lunch.jpg,12-4,068,David Catrow,Sách truyện thiếu nhi,7-9 tuổi,Orchard Books,David Catrow's loveable spaniel is back! Readers will dine with delight as Chef Max serves up one hysterical meal after another at his very own diner. New readers will laugh-out-load as Max's pizza pie special creates one wacky lunchtime.,7-9 tuổi
5594,Meat-eating dinosaurs,https://lotuscommunity.org.vn/wp-content/uploads/2021/04/Meat-eating-dinosaurs.jpg,23-5,064,Robin Birch,Sách tham khảo,Động vật,Chelsea House Publications,"This series explores dinosaurs by grouping them according to common physical features. The first five books each introduce readers to five different dinosaurs and describe how they looked, what they ate, and how they lived. The Relative of Dinosaurs features five swimming or flying reptiles that lived at the time of the dinosaurs.
 A simple diagram with each chapter shows the size of the dinosaur or relative compared to the size of a human.
 A pronunciation of the dinosaur or relative's name is included in each chapter, and information at the back of each book explains the meaning of these names.
 Interiors feature illustrations, photographs, or simple diagrams on every page, plus an easy-to-read font that mimics the letterforms that early elementary students are taught to print. Increased spacing between words supports early readers' recognition of word units; in addition, increased spacing between lines helps new readers keep their place.",10-12 tuổi
5595,Meat-eating dinosaurs,https://lotuscommunity.org.vn/wp-content/uploads/2021/04/Meat-eating-dinosaurs.jpg,24-1,057,Robin Birch,Sách tham khảo,Động vật,Chelsea House Publications,"This series explores dinosaurs by grouping them according to common physical features. The first five books each introduce readers to five different dinosaurs and describe how they looked, what they ate, and how they lived. The Relative of Dinosaurs features five swimming or flying reptiles that lived at the time of the dinosaurs.
 A simple diagram with each chapter shows the size of the dinosaur or relative compared to the size of a human.
 A pronunciation of the dinosaur or relative's name is included in each chapter, and information at the back of each book explains the meaning of these names.
 Interiors feature illustrations, photographs, or simple diagrams on every page, plus an easy-to-read font that mimics the letterforms that early elementary students are taught to print. Increased spacing between words supports early readers' recognition of word units; in addition, increased spacing between lines helps new readers keep their place.",10-12 tuổi
5606,Meerkats,https://lotuscommunity.org.vn/wp-content/uploads/2021/04/meerkats.jpg,24-1,094,Therese Harasymiw,Sách tham khảo,Động vật,Gareth Stevens Publishing,"Meerkats are often pictured standing on their back legs, still and alert. They are constantly on the lookout for animals that may attack their pack, such as eagles and hawks. When they spot an enemy, they may scurry into their underground burrows or attack! Students will learn all about these furry creatures, and how they work together to stay alive in the wild grasslands of Africa.",10-12 tuổi
5607,Meerkats: life in the mob,https://lotuscommunity.org.vn/wp-content/uploads/2021/04/Meerkats-life-in-the-mob.jpg,24-2,025,Willow Clark,Sách tham khảo,Động vật,PowerKids Press,"This educational book looks at the fascinating lives of meerkats living in family groups called mobs; giving an insite into how they must hunt for food, raise their young and watch over each other in order to survive.",10-12 tuổi
5666,Mice squeak,https://lotuscommunity.org.vn/wp-content/uploads/2021/04/Mice-squeak.jpg,24-1,067,Pam Scheunemann,Sách tham khảo,Động vật,Abdo Publishing,"This playful title includes large, beautiful photos of mice in their natural habitat. Emerging readers will enjoy the bouncy and fact-packed poem that flow in large type throughout the book. Supplementary text boxes provide information about mice at a higher reading level, perfect for guided readings with parents or teachers or more fluent readers. This title delivers a unique experience for a variety of readers and listeners.",10-12 tuổi
5685,Migrating animals of the land,https://lotuscommunity.org.vn/wp-content/uploads/2021/04/Migrating-animals-of-the-land.jpg,23-5,069,Thea Feldman,Sách tham khảo,Động vật,Gareth Stevens Publishing,"Explains how caribou and other arctic mammals, army ants, the red crabs of Christmas Island, and African elephants migrate on land and describes the great migration of the Serengeti in Tanzania.",10-12 tuổi
5686,Migrating with the Arctic Tern (Animal Journeys),https://lotuscommunity.org.vn/wp-content/uploads/2021/04/Migrating-with-the-Arctic-Tern.jpg,24-2,006,Thessaly Catt,Sách tham khảo,Động vật,PowerKids Press,"The amazing arctic tern is a small, but very determined, bird. Every year the tern covers 44,000 miles, the longest of any bird. The birds stay in the air for long stretches of time without ever alighting on land. Kids will love learning this and more about these extraordinary seabirds in this information-packed book.",10-12 tuổi
5689,Migrating with the salmon (Animal Journeys),https://lotuscommunity.org.vn/wp-content/uploads/2021/04/Migrating-with-the-salmon.jpg,23-5,041,Thessaly Catt,Sách tham khảo,Động vật,PowerKids Press,"Salmon travel hundreds of miles every year, doggedly fighting their way upstream against heavy currents. Their migration routes take most varieties of these interesting fish from freshwater rivers and lakes to the ocean and back again. In this engrossing book, readers will be fascinated to learn about migration and see how closely it is linked to the salmon’s life cycle.",10-12 tuổi
5690,Migrating with the wildebeest (Animal Journeys),https://lotuscommunity.org.vn/wp-content/uploads/2021/04/Migrating-with-the-wildebeest.jpg,23-5,053,Thessaly Catt,Sách tham khảo,Động vật,PowerKids Press,Learn about the wildebeest and its migration patterns.,10-12 tuổi
5691,Migrating with the wildebeest (Animal Journeys),https://lotuscommunity.org.vn/wp-content/uploads/2021/04/Migrating-with-the-wildebeest.jpg,23-3,038,Thessaly Catt,Sách tham khảo,Động vật,PowerKids Press,Learn about the wildebeest and its migration patterns.,10-12 tuổi
5716,Mimi's Dada catifesto,https://lotuscommunity.org.vn/wp-content/uploads/2021/04/mimi_s-dada-catifesto.jpg,8-4,034,Shelley Jackson,Sách truyện thiếu nhi,7-9 tuổi,Clarion Books,"Mimi is an artistic cat in need of a human. But for a cat like her—with the soul of an artist—only an artist will do. Mr. Dada is a human who believes that art can be anything, and that anything can be art. And for a human like him—with the soul of a Dadaist—only an artistic pet will do. Sometimes, though, it takes a while for humans to see what’s right in front of them all along. So it is a good thing that Mimi is loud and silly and surprising and bold. Mimi is a Dada cat, through and through.",7-9 tuổi
5730,Mini beasts closeup,https://lotuscommunity.org.vn/wp-content/uploads/2021/04/Mini-beasts-closeup.jpg,23-6,040,Mark Norman,Sách tham khảo,Động vật,Scholastic,"Amazing photographs accompanied by bite-sized chunks of information! Get CloseUp with the fierce, frightening and fabulous creatures of our planet – as close as you will ever see them in real life!",10-12 tuổi
5752,Miss Dose the doctor's daughter,https://lotuscommunity.org.vn/wp-content/uploads/2021/04/Miss-Dose-the-doctor_s-daughter.jpg,17-1,094,Allan Ahlberg,Sách truyện thiếu nhi,7-9 tuổi,Penguin Books,"Each book in this series introduces the learner-reader to the eccentric adventures of a different family. The series is designed for use at home and in school and has been guided by the Education Adviser, Brian Thompson and written by the award-winning author, Allan Ahlberg.",7-9 tuổi
5812,Monkeys,https://lotuscommunity.org.vn/wp-content/uploads/2021/04/Monkeys-Kate-Riggs.jpg,24-1,041,Kate Riggs,Sách tham khảo,Động vật,The Creative Company,The new Seedlings books offer irresistible introductions to six exotic but familiar animals.,10-12 tuổi
5813,Monkeys,https://lotuscommunity.org.vn/wp-content/uploads/2021/04/Monkeys-Lucy-Bowman.jpg,24-1,056,Lucy Bowman,Sách tham khảo,Động vật,Usborne Pub Ltd,"Introduces monkeys from around the world and describes what they like to eat, who their enemies are, and how they communicate with each other.",10-12 tuổi
5859,Moray eels and cleaner shrimp work together,https://lotuscommunity.org.vn/wp-content/uploads/2021/04/Moray-eels-and-cleaner-shrimp-work-together.jpg,23-6,071,Martha Rustad,Sách tham khảo,Động vật,Capstone Press,Take an up-close look at the fascinating lives of moray eels and cleaner shrimp. Learn how this animal team works together to survive.,10-12 tuổi
5889,Mother Goose's playtime rhymes,https://lotuscommunity.org.vn/wp-content/uploads/2021/04/Mother-Goose_s-playtime-rhymes.jpg,9-1,049,Alex Scheffler,Sách truyện thiếu nhi,7-9 tuổi,Macmillan Children's Books,Once there was a mother goose who had three little goslings. Her playful young family could be a handful at times but luckily Mother Goose soon discovered that they loved listening to traditional nursery rhymes. Now all the goslings' favourite playtime rhymes are collected in this beautifully illustrated book for you and your family to enjoy.,7-9 tuổi
5915,Moving house,https://lotuscommunity.org.vn/wp-content/uploads/2021/04/Moving-house.jpg,18-4,010,Mark Siegel,Sách truyện thiếu nhi,7-9 tuổi,Roaring Brook Press,The fog in Foggytown was so thick that people bumped into parking meters . . . and streetlamps . . . and each other!,7-9 tuổi
6058,Musk oxen,https://lotuscommunity.org.vn/wp-content/uploads/2021/04/musk-oxen.jpg,24-1,040,Roman Patrick,Sách tham khảo,Động vật,Gareth Stevens Leveled Readers,"Readers will explore a truly unusual animalthe musk ox. These horned plant eaters roam the Arctic tundra looking for food. Musk oxen have horns and a special group formation to protect themselves and their young. Interesting adaptations, including hoofs that help them dig into frozen solid ground, are shared through a fun narrative and additional fast fact boxes.",10-12 tuổi
6062,Muttaburrasaurus,https://lotuscommunity.org.vn/wp-content/uploads/2021/04/Muttaburrasaurus.jpg,24-1,054,Kimberley Jane Pryor,Sách tham khảo,Động vật,Cavendish Square Publishing,This series introduces young students to the world of paleontology.,10-12 tuổi
6156,My granny is a pirate,https://lotuscommunity.org.vn/wp-content/uploads/2021/04/My-granny-is-a-pirate.jpg,8-4,023,Val McDermid,Sách truyện thiếu nhi,7-9 tuổi,Hodder & Stoughton,"Hugely successful, internationally bestselling and multi-award-winning author Val McDermid writes her first picture book for children.My granny was a pirate! She sailed the seven seas. She captured many pirate ships But was always home for tea. When a family secret about Granny is revealed, we discover all about Pirate Granny's fiercesome reputation and her swashbuckling ways - from making other rogueish pirates walk the plank to singing sea shanties to her dog Jolly Roger. Look again at your granny...could she be a pirate too? A must-have book for all pirate fans. A true tale of adventure upon the high seas - a perfect book for boys Val McDermid has sold over ten million books and has a wide international fan base Arthur Robins's brilliant and hilarious illustrations match the vibrant verse perfectly",7-9 tuổi
6167,My little brother,https://lotuscommunity.org.vn/wp-content/uploads/2021/04/my-little-brother.jpg,14-4,039,Debi Gliori,Sách truyện thiếu nhi,7-9 tuổi,Walker Books Ltd,"This picture book tells of a girl's love-hate relationship with her little brother. He wakes her up, copies everything she does and follows her around like a shadow. She sometimes wishes that he would just disappear. She tries magicking him, sending him to the moon in a cardboard box, plastering him with vanishing cream and feeding him to the cat, but nothing works. Then, one night, she wakes up to find her little bother's cot empty. The little girl goes to look for him worrying that one of the ways in which she tried to get rid of him has worked. Eventually she finds him in the linen cupboard with the cat and her kittens. The night ends in a big sibling hug.",7-9 tuổi
6173,My mom has x-ray vision,https://lotuscommunity.org.vn/wp-content/uploads/2021/04/My-mom-has-x-ray-vision.jpg,7-1,005,Angela McAllister,Sách truyện thiếu nhi,7-9 tuổi,Tiger Tales,Matthew believes his mother has x-ray vision because she always knows what he's doing. So one day he decides to test his theory. What wil he find out about his mother having super powers?,7-9 tuổi
