S/N,Title,Images,Shelflist,Position,Author,Category,SubCategory,Publisher,Description,Tags
2702,Fairyland magic,https://lotuscommunity.org.vn/wp-content/uploads/2021/10/Fairyland-magic.jpg,30-5R,003,Patricia Moffett,Sách học và hoạt động,Hoạt động (0-6 tuổi),Carlton Books,"It's fairyland magic - with a little help from modern-day technology! Open this book, hold it up your computer's webcam, touch a key, and watch a pretty fairy come to life. From out of the pages will fly the fairy queen; a woodland fairy, flapping its wings and playing a flute; a gentle flower fairy, and another who will land on your hand.
Each spread contains three animations that will take children into a new dimension, while the fascinating text reveals secret details of the fairy realm. All that's needed is a computer and webcam; the book includes a CD-Rom to install the software. No Internet required!",0-6 tuổi
2703,Fairyland magic,https://lotuscommunity.org.vn/wp-content/uploads/2021/10/Fairyland-magic.jpg,30-5R,004,Patricia Moffett,Sách học và hoạt động,Hoạt động (0-6 tuổi),Carlton Books,"It's fairyland magic - with a little help from modern-day technology! Open this book, hold it up your computer's webcam, touch a key, and watch a pretty fairy come to life. From out of the pages will fly the fairy queen; a woodland fairy, flapping its wings and playing a flute; a gentle flower fairy, and another who will land on your hand.
Each spread contains three animations that will take children into a new dimension, while the fascinating text reveals secret details of the fairy realm. All that's needed is a computer and webcam; the book includes a CD-Rom to install the software. No Internet required!",0-6 tuổi
2777,Feathered serpent,https://lotuscommunity.org.vn/wp-content/uploads/2021/10/Feathered-serpent.jpg,33-5,034,Xu Xiaobin,Sách truyện người lớn,Phiêu lưu,Atria,"This beautifully portrayed epic family history spans one hundred years, from the 1890s during the later stages of the Qing Dynasty to the 1990s, traversing the experiences of five generations of women. Yu is the central character, whose life story is woven through the lives of her grandmother, mother, sisters, and niece. She loves her parents but at a tender age realizes they do not love her. After committing two unforgivable sins, she is sent away to live in the city but is soon abandoned. Yu's life becomes a quest for love; she is fragile but resilient, lonely but determined. Now, in the 1980s, Yu becomes caught up in the political storm and comes close to love but falls short. Her last chance at getting what she desires will ultimately come at a tragic cost.

A political satirist in the guise of a mystical writer, Xu Xiaobin masterfully creates an atmosphere where distinctions are blurred; memories of the past and present are intertwined; realities and illusions are fused without a clear trace; and events occur in unspecified places but tinted with fairylike imaginations.",Từ 13 tuổi trở lên
2790,Felix Frost: time detective,https://lotuscommunity.org.vn/wp-content/uploads/2021/10/Felix-Frost-time-detective.jpg,33-5,062,Eleanor Hawken,Sách truyện người lớn,Tưởng tượng,"Quercus Children's Books
","How to build an accidental time machine:
1. Activate your homemade particle accelerator
2. Fail to supervise your pet chameleon
3. Watch in horror as he kicks a quartz rock in front of the particle ray
... and BAM! Let the Phiêu lưus begin!
Join Felix Frost, secret boy genius, his chameleon Einstein and his classmate Missy as they travel back in time to Ancient Rome, where terrifying danger and embarrassing togas await.
But can they solve the riddle of a mysterious gladiator skeleton without getting themselves skewered in the gladiator arena?
Funny, fast-paced and full of you-won't-believe-it facts, Felix Frost: Time Detective will have readers hooked on history and sold on science!",Từ 13 tuổi trở lên
2800,Fetching,https://lotuscommunity.org.vn/wp-content/uploads/2021/10/Fetching.jpg,33-3,075,Kiera Stewart,Sách truyện người lớn,Thực tế,Little Brown Books for Young Readers,"Olivia has just about had it with the popular kids at school. She and her friends have done nothing to deserve evil pranks and awful name-calling, but that doesn't stop queen bee Brynne from humiliating them on a daily basis. If only Olivia's classmates were more like the adorable dogs she helps her grandmother train-poorly behaved, but improvable. Wait... what if her tormentors' behavior actually could be modified using the same type of training that works on dogs? Olivia and her friends are desperate enough to give it a try. But is it really possible that the underdogs of Hubert C. Frost Middle School could make it to head of the pack?",Từ 13 tuổi trở lên
2801,Fever,https://lotuscommunity.org.vn/wp-content/uploads/2021/10/Fever.jpg,33-2,036,Dee Shulman,Sách truyện người lớn,Lãng mạn,Penguin,"Fever is first book in the gripping Parallon Trilogy by award-winning author and illustrator Dee Shulman. Two worlds. Two millennia. One love... A fearless Roman gladiator. A reckless 21st-century girl. A mysterious virus unites them...152 AD. Sethos Leontis, a skilled and mesmerizing fighter, is unexpectedly wounded and lies dangerously close to death. 2012 AD. Eva is brilliant - but troubled. Starting her new life at a school for the gifted, a single moment in the lab has terrifying results. An extraordinary link brings Sethos and Eva together, but it could force them apart - because the fever that grips them cannot be cured and falling in love could be lethal... Can love survive when worlds collide and threaten time itself? ",Từ 13 tuổi trở lên
2962,Forever and ever and Evie,https://lotuscommunity.org.vn/wp-content/uploads/2021/10/Forever-and-ever-and-Evie.jpg,33-2,070,Karen McCombie,Sách truyện người lớn,Thực tế,Scholastic,"Stella’s back in London to see her old mates – yay! – and do a sneaky bit of detective work. But with a family Bí ẩn to solve, and Portbay weirdness following her every move, her big reunion isn’t exactly as planned.
Will Stella find what’s she’s looking for?",Từ 13 tuổi trở lên
2998,Frankenweenie,https://lotuscommunity.org.vn/wp-content/uploads/2021/10/Frankenweenie.jpg,32-5,088,Elizabeth Rudnick,Sách truyện người lớn,Tưởng tượng,Disney Press,"Frankenweenie is about a clever, quiet, scientifically minded boy named Victor, who lives in the Burbank-esque town of New Holland. Victor’s only friend is his dog, Sparky, who dies when he is hit by a car, but is reanimated by Victor. This clever and fresh take on the Frankenstein tale will delight readers of all ages.",Từ 13 tuổi trở lên
3107,Garfield and co: Mother Garfield,https://lotuscommunity.org.vn/wp-content/uploads/2021/10/Garfield-and-co-Mother-Garfield.jpg,34-1,044,Jim Davis,Sách truyện người lớn,Phiêu lưu,Papercutz,"Hunting birds is something Garfield's never had any interest in. But when he finds a nest full of abandoned eggs, Garfield puts his feline pride aside and decides to help them hatch. Harry, the stray cat from down the block, would love to put the newborn birds right on his dinner menu. As soon as they hatch, the birds assume Garfield is their mother and start following him around everywhere! Garfield can't take naps any more, and his water bowl has been turned into a bird bath. Is Garfield stuck being the birds' mom forever? Also featuring the stories ""Curse of the Were-dog"" and ""Little Yellow Riding Hood.""",Từ 13 tuổi trở lên
3261,Goddess Girls: Hestia the invisible,https://lotuscommunity.org.vn/wp-content/uploads/2021/10/Goddess-Girls-Hestia-the-invisible.jpg,33-4,082,Joan Holub,Sách truyện người lớn,Tưởng tượng,Aladdin,"Hestia feels unseen at Mount Olympus Academy in this eighteenth Goddess Girls Phiêu lưu.
Hestia, the sweet goddess of the hearth, loves to cook, but is too shy to share her passion with other students. Her famous yambrosia salad is a MOA favorite-but no one has any idea that it was her recipe!

When she has to pick a symbol that represents her highest self for a Service to Humankind contest, her classmates laugh at her first choice of an ordinary cooking pot. After initial embarrassment, Hestia becomes determined to break out of her shell and stop feeling so invisible around everyone at MOA.

With the help of Pheme and a lizard-tail boy named Asca, she begins to see that she has much to offer to others. But will her quest not show her best self after all?",Từ 13 tuổi trở lên
3262,Goddess Girls: Medusa the rich,https://lotuscommunity.org.vn/wp-content/uploads/2021/10/Goddess-GirlsMedusa-the-rich.jpg,32-1,075,Joan Holub,Sách truyện người lớn,Tưởng tượng,Aladdin,"Medusa discovers that having the golden “King Midas” touch has its ups and downs in the sixteenth Goddess Girls Phiêu lưu.

When Medusa suddenly becomes able to turn objects into gold just by touching them, she is thrilled. Gold, gold, everywhere! But it’s not just objects that become golden—it’s also food, and, even people! Her new ability turns out to be more dangerous than delightful, but can she do anything to reverse it?",Từ 13 tuổi trở lên
3392,Grasshopper jungle,https://lotuscommunity.org.vn/wp-content/uploads/2021/10/Grasshopper-jungle.jpg,33-4,064,Andrew Smith,Sách truyện người lớn,Tưởng tượng,Dutton Books for Young Readers,"In the small town of Ealing, Iowa, Austin and his best friend, Robby, have accidentally unleashed an unstoppable army. An army of horny, hungry, six-foot-tall praying mantises that only want to do two things.

This is the truth. This is history.
It’s the end of the world. And nobody knows anything about it.
You know what I mean.
Funny, intense, complex, and brave, Grasshopper Jungle brilliantly weaves together everything from testicle-dissolving genetically modified corn to the struggles of recession-era, small-town America in this groundbreaking coming-of-age stunner.",Từ 13 tuổi trở lên
3415,Green heart,https://lotuscommunity.org.vn/wp-content/uploads/2021/10/Green-heart.jpg,33-5,035,Alice Hoffman,Sách truyện người lớn,Tưởng tượng,Scholastic,"A two-fold tale of grief and hope, loss and love, told as only Alice Hoffman can.
When her family is lost in a terrible disaster, 15-year-old Green is haunted by loss and the past. Struggling to survive in a place where nothing seems to grow and ashes are everywhere, Green retreats into the ruined realm of her garden. But in destroying her feelings, she also begins to destroy herself. It is only through a series of mysterious encounters that Green relearns the lessons of love and begins to heal as she tells her own story.As she heals, Green lives every day with feelings of loss. Her family is gone, the boy she loves is missing, and the world she once knew has been transformed by tragedy. In order to rediscover the truth about love, hope, and magic, she must venture away from her home, collecting the stories of a group of women who have been branded witches for their mysterious powers. Only through their stories will Green find her own heart's desire.",Từ 13 tuổi trở lên
3460,Gulliver's travels,https://lotuscommunity.org.vn/wp-content/uploads/2021/10/Gulliver_s-travels.jpg,34-3,024,John Malam,Sách truyện người lớn,Tưởng tượng,B.E.S. Publishing,"In this Graphic Classics version of a major eighteenth-century satiric novel, shipwrecked voyager Gulliver is cast ashore among the tiny Lilliputians, where he seems to be a giant, then among the giant Brobdingnags, where he seems as small as a mouse. His later visits to other kingdoms include the Country of the HouyhnhmsÂ - talking horses who demonstrate to Gulliver that humans, whom they call Yahoos, are disgraceful animals. Graphic Classics are graphic novel versions of immortal novels and plays, presented in a way to help make great literary works accessible to students, and encourage boys and girls to discover the joy of reading the masterworks in their original form. Titles in this series tell absorbing, fast-paced stories dramatized with high-quality color illustrations. Each Graphic Classics title includes a thumbnail biography of the author, a list of his or her important works, a timeline of historic events that helped inspire the story, general notes, and an index. Graphic Classics titles are available in both paperback and hardcover editions.",Từ 13 tuổi trở lên
3562,Hartslove,https://lotuscommunity.org.vn/wp-content/uploads/2021/10/Hartslove.jpg,33-3,026,K. M. Grant,Sách truyện người lớn,Thực tế,Quercus Publishing Plc,"Young Daisy and her six brothers and sisters love Hartslove, the crumbling castle that has been in their family for hundreds of years. But their kind but feckless father, scarred by his experiences in the Crimean War, and by his wife's desertion, is drinking the family money away. Then he puts Hartslove up for sale: he has spent his remaining money on a young, wild, horse. Daisy, passionate about her home and her family, is determined that the horse is the One; that he will win the Derby and save them all.

But not everyone at Hartslove is on Daisy's side, and rich people are descending on the castle every day with an eye on snapping it up for themselves. With only months to go before the Derby, can Daisy and her wild brother Garth overcome the odds and lead The One to glory?",Từ 13 tuổi trở lên
3607,Heartside Bay: winter wonderland,https://lotuscommunity.org.vn/wp-content/uploads/2021/10/Heartside-Bay-winter-wonderland.jpg,32-5,067,Cathy Cole,Sách truyện người lớn,Lãng mạn,Scholastic,"Life, love and everything in between. Heartside Bay has been transformed into a Winter Wonderland for a magazine feature. Eve is in her element arranging the glamorous decorations. But her girlfriend Becca can't stand it. Eve must decide if she can love someone who doesn't understand the things she loves.",Từ 13 tuổi trở lên
3611,Hector and the search for happiness,https://lotuscommunity.org.vn/wp-content/uploads/2021/10/Hector-and-the-search-for-happiness.jpg,33-5,072,Francois Lelord,Sách truyện người lớn,Truyền cảm hứng,Penguin Books,"Once upon a time there was a young psychiatrist called Hector who was not very satisfied with himself...
Hector is very good at treating patients in need of his help. But he can't do much for those who are simply dissatisfied with life, and that is beginning to depress him. When a patient tells him he looks in need of a vacation, Hector takes a trip around the world to learn what makes people happy - and sad. As he travels from Paris to China to Africa to the United States, he lists his observations about the people he meets. Is there a secret to happiness, and will Hector find it?
Combining the winsome appeal of The Little Prince with the inspiring philosophy of The Alchemist, Hector's journey ventures around the globe and into the human soul. Lelord's writing inspires us to consider life's great questions. Uplifting, empowering, and optimistic, this is a fable for our times and all time.",Từ 13 tuổi trở lên
3776,Home team,https://lotuscommunity.org.vn/wp-content/uploads/2021/10/Home-team.jpg,34-4,034,Eric Walters,Sách truyện người lớn,Thực tế,Orca Book Publishers,"In the tenth installment of the best-selling Eric Walters basketball series, Nick, Kia and their teammates embark on a letter writing campaign to persuade the Toronto Raptors community relations department to send one or more of the players to visit Clark Boulevard Elementary School. Unfortunately they are too late in applying and the team's school program has already been set for the year. But Nick and Kia do not give up easily, and their efforts become increasingly dramatic until Nick finally comes up with an idea that the team will be unable to ignore.",Từ 13 tuổi trở lên
3786,Homecoming,https://lotuscommunity.org.vn/wp-content/uploads/2021/10/Homecoming.jpg,32-2,021,Diana Gallagher,Sách truyện người lớn,Thực tế,Stone Arch Books,"It's homecoming week, but everything is going wrong.",Từ 13 tuổi trở lên
3817,Horrible histories: cruel crime,https://lotuscommunity.org.vn/wp-content/uploads/2021/10/Horrible-histories-cruel-crime.jpg,28-3,051,Terry Deary,Sách về cách sống,Hài hước,Scholastic,"Readers can discover all the facts about cruel, crime, including who was sentenced to death - by coffee. Where you could be whipped for flying a kite and why a cockerel was burnt at the stake. Previously publishing in large format as cruel crime and painful punishment. ",Từ 13 tuổi trở lên
3828,Horrible science: shocking electricity,https://lotuscommunity.org.vn/wp-content/uploads/2021/10/Horrible-science-shocking-electricity.jpg,28-3,006,Nick Arnold,Sách về cách sống,Hài hước,Scholastic,"Are you buzzing to discover how an electric eel can give you a nasty shock?; why electricity keeps your heart beating?; or which scientist gave electric shocks to his eyeballs? Using fact files and quizzes, teacher tests and cartoons, discover the shocking facts about electricity.",Từ 13 tuổi trở lên
3832,Horribly famous: Elvis and the blue suede shoes,https://lotuscommunity.org.vn/wp-content/uploads/2021/10/Horribly-famous-Elvis-and-the-blue-suede-shoes.jpg,28-3,079,Michael Cox,Sách về cách sống,Hài hước,Scholastic,"Everybody's heard of Elvis Presley. He is horribly famous for being the King of Rock 'n' Roll, having trouble fitting into his spangly white jumpsuits and causing a riot with a wiggle of his pelvis. But not everyone knows that Elvis escaped from tornadoes by hiding in a cave, flew halfway across America for 22 giant sandwiches and had a tooth stuck in his lung...Everything you ever wanted to know about the man with the pelvis.",Từ 13 tuổi trở lên
3833,Horribly famous: Elvis and the blue suede shoes,https://lotuscommunity.org.vn/wp-content/uploads/2021/10/Horribly-famous-Elvis-and-the-blue-suede-shoes.jpg,28-3,078,Michael Cox,Sách về cách sống,Hài hước,Scholastic,"Everybody's heard of Elvis Presley. He is horribly famous for being the King of Rock 'n' Roll, having trouble fitting into his spangly white jumpsuits and causing a riot with a wiggle of his pelvis. But not everyone knows that Elvis escaped from tornadoes by hiding in a cave, flew halfway across America for 22 giant sandwiches and had a tooth stuck in his lung...Everything you ever wanted to know about the man with the pelvis.",Từ 13 tuổi trở lên
3834,Horribly famous: Elvis and the blue suede shoes,https://lotuscommunity.org.vn/wp-content/uploads/2021/10/Horribly-famous-Elvis-and-the-blue-suede-shoes.jpg,28-3,076,Michael Cox,Sách về cách sống,Hài hước,Scholastic,"Everybody's heard of Elvis Presley. He is horribly famous for being the King of Rock 'n' Roll, having trouble fitting into his spangly white jumpsuits and causing a riot with a wiggle of his pelvis. But not everyone knows that Elvis escaped from tornadoes by hiding in a cave, flew halfway across America for 22 giant sandwiches and had a tooth stuck in his lung...Everything you ever wanted to know about the man with the pelvis.",Từ 13 tuổi trở lên
3884,Hour of the bees,https://lotuscommunity.org.vn/wp-content/uploads/2021/10/Hour-of-the-bees.jpg,33-4,061,Lindsay Eagar,Sách truyện người lớn,Phiêu lưu,Walker Books,"While her friends are spending their summers having pool parties and sleepovers, twelve-year-old Carolina - Carol - is spending hers in the New Mexico desert, helping her parents move her grandfather into a home for people with dementia. At first, Carol avoids prickly Grandpa Serge. But as the summer wears on, Carol finds herself drawn to him, fascinated by the crazy stories he tells her about a healing tree, a green-glass lake, and the bees that will bring back the rain and end a hundred years of drought. As the line between magic and reality starts to blur, Carol must decide for herself what is possible - and what it means to be true to her roots.",Từ 13 tuổi trở lên
3898,How artists see animals,https://lotuscommunity.org.vn/wp-content/uploads/2021/10/How-artists-see-animals.jpg,31-3,055,Colleen Carroll,Sách về sở thích,Vẽ và màu,Abbeville Kids ,In How Artists See Animals children can see how Franz Marc transformed an ordinary cow into a magical one by using brilliant colors; how Roy Lichtenstein created goldfish out of metal; how John James Audubon depicted the elegance of a flamingo in its natural environment; and how Robert Jew made an iguana look so real that it seems about to crawl off its canvas.,Từ 13 tuổi trở lên
3956,How I stole Johnny Depp's alien girlfriend,https://lotuscommunity.org.vn/wp-content/uploads/2021/10/How-I-stole-Johnny-Depp_s-alien-girlfriend.jpg,32-2,012,Gary Ghislain,Sách truyện người lớn,Lãng mạn,Chronicle Books,"David Gershwin's summer is about to take a turn for the weird. When his dad's new patient Zelda tells him shes from outer space and on a quest to take Johnny Depp back to her planet, he knows he should run away screaming. But with one look from her mean, green eyes, David's hooked, and soon he's leaping across rooftops, running from police, and stealing cars just to stay by her side. He might not be a typical hero, but David's going to get the girl even if it takes him to the ends of the earthor beyond.",Từ 13 tuổi trở lên
3998,How to draw cartoons,https://lotuscommunity.org.vn/wp-content/uploads/2021/10/How-to-draw-cartoons.jpg,31-3,018,David Antram,Sách về sở thích,Vẽ và màu,Scholastic,"Cartooning gives budding artists an opportunity to expand their skills in creating amusing characters and developing dramatic scenes. This accessible guide breaks down the entire process: drawing figures, both human and animal; capturing specialist areas such as heads, faces, and hands; conveying a range of expressions and distinctive features; and even Thiết kếing appropriate costumes. Put your favorite medium to paper and make a monster, complete with effects; a personality-filled rat; an adorably grumpy bulldog; and a man riding a donkey. Duotone lines highlight each step, and the lessons incorporate various types of drawing materials, including pencil, pen, crayon, paints, and charcoal.",Từ 13 tuổi trở lên
4005,"How to draw portraits, faces and heads",https://lotuscommunity.org.vn/wp-content/uploads/2021/10/How-to-draw-portraits-faces-and-heads.jpg,31-3,022,Mark Bergin,Sách về sở thích,Vẽ và màu,Salariya Book ,"Every person is unique, and in this book you'll find the skills to draw each person's distinctive facial features, like the expression on their face or the years of experience held in their wrinkles. This books also features tips on drawing accessories like spectacles and hats. The How To Draw series takes a highly visual and practical approach to drawing, featuring step-by-step instructions for each art project. Duotone lines highlight each step. Each title includes information on the drawing materials you can use and where to use them most effectively. Pencil, pen, crayon, paints and charcoal and more are all covered in detail. The series covers a comprehensive range of rudimentary techniques - with sections on materials, composition and perspective. The How To Draw series is an excellent way to introduce the concepts of drawing to child and adult alike.",Từ 13 tuổi trở lên
4079,Hunted,https://lotuscommunity.org.vn/wp-content/uploads/2021/10/Hunted.jpg,33-5,018,James Patterson,Sách truyện người lớn,Bí ẩn,BookShots,"In the English countryside, a former Special Forces officer must go undercover in a high stakes game . . . but he might not make it out alive.
Someone is luring men from the streets to play a mysterious, high stakes game in the English countryside. Former Special Forces officer David Shelley will go undercover to shut it down - but this might be a game he can't win.",Từ 13 tuổi trở lên
4080,Hunted,https://lotuscommunity.org.vn/wp-content/uploads/2021/10/Hunted.jpg,34-2,035,James Patterson,Sách truyện người lớn,Bí ẩn,BookShots,"In the English countryside, a former Special Forces officer must go undercover in a high stakes game . . . but he might not make it out alive.
Someone is luring men from the streets to play a mysterious, high stakes game in the English countryside. Former Special Forces officer David Shelley will go undercover to shut it down-but this might be a game he can't win.",Từ 13 tuổi trở lên
4114,I am your pet: rat,https://lotuscommunity.org.vn/wp-content/uploads/2021/10/I-am-your-pet-rat.jpg,29-4R,009,Matthew Rayner,Sách về sở thích,Thú cưng,Gareth Stevens Pub Learning library,"Describes the physical characteristics, behaviors, and diet of rats and tells the best way to cage, feed, and play with them as Thú cưng.",10-12 tuổi
4186,I love Zoella,https://lotuscommunity.org.vn/wp-content/uploads/2021/10/I-love-Zoella.jpg,33-5,057,Kate Hamilton,Sách truyện người lớn,Lãng mạn,Buster,"This book is the ultimate must-have for any true fan. It's packed with all you need to know about the Queen of Vlogging, plus quizzes and puzzles to test your Zoella knowledge, fun fill-in stories to complete, and tips on starting your own vlog. Grab a pen and get ready to enter the world of Zoe Sugg!",Từ 13 tuổi trở lên
4190,I nearly died laughing: the darkly comic world of Tony Husband,https://lotuscommunity.org.vn/wp-content/uploads/2021/10/I-nearly-died-laughing-the-darkly-comic-world-of-Tony-Husband.jpg,28-3,010,Tony Husband,Sách về cách sống,Hài hước,Arcturus Publishing Limited,"Tony Husband is one of the UK's leading cartoonists. In a long career, beginning in 1984, he has created cartoons for many leading publications, including The Spectator, Private Eye, The Times, and Punch. Tony has won more than fifteen major awards, including the prestigious Pont Award. Black Hài hước never goes out of fashion and the truths about human nature revealed by Husband's work never cease to tickle the funny bone, no matter how many times readers leaf through these pages.",Từ 13 tuổi trở lên
4191,I nearly died laughing: the darkly comic world of Tony Husband,https://lotuscommunity.org.vn/wp-content/uploads/2021/10/I-nearly-died-laughing-the-darkly-comic-world-of-Tony-Husband.jpg,28-3,008,Tony Husband,Sách về cách sống,Hài hước,Arcturus Publishing Limited,"Tony Husband is one of the UK's leading cartoonists. In a long career, beginning in 1984, he has created cartoons for many leading publications, including The Spectator, Private Eye, The Times, and Punch. Tony has won more than fifteen major awards, including the prestigious Pont Award. Black Hài hước never goes out of fashion and the truths about human nature revealed by Husband's work never cease to tickle the funny bone, no matter how many times readers leaf through these pages.",Từ 13 tuổi trở lên
4205,I spy fantasy,https://lotuscommunity.org.vn/wp-content/uploads/2021/10/I-spy-fantasy.jpg,30-5R,005,Jean Marzollo,Sách học và hoạt động,Hoạt động (0-6 tuổi),Cartwheel Books,This bestselling book features riddles that send readers searching through 13 photographs that feature fantastical settings!,0-6 tuổi
4344,In the sea there are crocodiles,https://lotuscommunity.org.vn/wp-content/uploads/2021/10/In-the-sea-there-are-crocodiles.jpg,33-3,069,Fabio Geda,Sách truyện người lớn,Truyền cảm hứng,Vintage,"The hope of a better life is stronger than any other feeling. My mother decided it was better to know I was in danger far from her; but on the way to a different future, than to know I was in danger near her; but stuck in the same old fear.
At the age of ten, Enaiatollah Akbari was left alone to fend for himself. This is the heartbreaking, unforgettable story of his journey from Afghanistan to Italy in an attempt to find a safe place to live.",Từ 13 tuổi trở lên
4411,Invisible things,https://lotuscommunity.org.vn/wp-content/uploads/2021/10/Invisible-things.jpg,33-5,016,Jenny Davidson,Sách truyện người lớn,Bí ẩn,HarperTeen,"Sixteen-year-old Sophie knows there is more to the story of her parents' death. And she's on a mission to find the truth. To aid her in solving the decades-old Bí ẩn, Sophie has enlisted her best friend, Mikael, whose friendship has turned into something more. It's soon clear that Sophie's future is very much wrapped up in the details of her family's past, and the key lies with information only one man can provide: her parents' former employer, the elusive billionaire Alfred Nobel.

As the threat of war looms in Europe, dangers to Sophie and her loved ones grow. While her determination to solve the Bí ẩn doesn't waver, forces beyond her control conspire to keep her from her purpose. Then, news of her great-aunt Tabitha's death sets off a chain of events that leaves Sophie questioning everything.

The more Sophie learns, the more she realizes that nothing—and no one—in her life is what it seems. And coming to terms with the dark secrets she uncovers means imagining a truth that she never dreamed possible. Full of gorgeous settings, thrilling Phiêu lưu, and Lãng mạn, invisible things is a novel that dares to ask, what if?",Từ 13 tuổi trở lên
4540,Jack Holborn,https://lotuscommunity.org.vn/wp-content/uploads/2021/10/Jack-Holborn.jpg,33-6,045,Leon Garfield,Sách truyện người lớn,Phiêu lưu,"Oxford University Press
","An action-packed pirate story, with bloodcurdling deaths, terrifying ghosts and Phiêu lưus galore on the high seas. Orphan Jack Holborn stows away on a ship, little guessing the dangers and excitements that lie on his journey ahead. Before long he finds himself caught up in the middle of a Bí ẩn surrounding his long-lost mother, but before he can discover the truth, he has to survive the quest through an eerie African jungle for a famous diamond, worth more than Jack's wildest dreams.",Từ 13 tuổi trở lên
4572,Japanese Design,https://lotuscommunity.org.vn/wp-content/uploads/2021/10/Japanese-design.jpg,31-2,030,Penny Sparke,Sách về sở thích,Thiết kế,Plume,"Discusses and illustrates the application of Japanese thought, aesthetics, and culture to the Thiết kế of modern consumer goods.",Từ 13 tuổi trở lên
4603,Joey Pigza loses control,https://lotuscommunity.org.vn/wp-content/uploads/2021/10/Joey-pigza-loses-control.jpg,34-2,022,Jack Gantos,Sách truyện người lớn,Thực tế,Harper Trophy,"Joey Pigza really wants his six-week visit with his dad to count, to show him he's not as wired as he used to be, to show his dad how much he loves him. But Carter Pigza's not an easy guy to love. He's eager to make it up to Joey for past wrongs and to show him how to be a winner, to take control of his life. With his coaching, Joey's even learned how to pitch a baseball, and he's good at it. The trouble is, Joey's dad thinks taking control means giving up the things that keep Joey safe. And if he wants to please his dad, he's going to have to play by his rules, even when the rules don't make sense",Từ 13 tuổi trở lên
4609,John Carter: the movie novelization,https://lotuscommunity.org.vn/wp-content/uploads/2021/10/John-Carter-the-movie-novelization.jpg,34-3,083,Disney,Sách truyện người lớn,Phiêu lưu,Disney Editions,"This adaptation will not only give readers an amazing novelization of the upcoming John Carter film, but also the original text of A Princess of Mars, by Edgar Rice Burroughs. A Princess of Mars was the first book to feature John Carter, led to an eleven-book series featuring his Phiêu lưus, and was also the basis for the 2012 movie!
The movie John Carter tells the story of a war-weary former military captain during the Civil War, who is inexplicably transported to Mars. He quickly (and reluctantly) becomes embroiled in a conflict of epic proportions amongst the inhabitants of the planet. The adaptation, written by Stuart Moore, wonderfully brings the movie's otherworldly action and Phiêu lưu to the page, while keeping the themes of family, planetary survival, and loyalty at heart.",Từ 13 tuổi trở lên
4629,Julius Caesar,https://lotuscommunity.org.vn/wp-content/uploads/2021/10/Julius-Caesar.jpg,32-2,048,Tony Bradman,Sách truyện người lớn,Thực tế,A & C Black Publishers Ltd,"Tony Bradman creates a thrilling narrative retelling of Shakespeare's tragedy, Julius Caesar.

Marcus Brutus is a close friend of Julius Caesar, emperor of Rome. So how does he find himself involved in a tangled plot for his
assassination? The conspirators and the public become embroiled in the
never-ending political machinations of the great empire, with struggles
for leadership and power. And once the
terrible chain of events has been set in motion, is there any way of stopping them, or any way out?",Từ 13 tuổi trở lên
4663,Just look at me now,https://lotuscommunity.org.vn/wp-content/uploads/2021/10/Just-look-at-me-now.jpg,33-3,001,Nell Dixon,Sách truyện người lớn,Lãng mạn, Little Black Dress,"Tia’s top beauty tip: apply heavy make-up carefully to prevent any cracks from showing…
Life is fabulous for Tia Carpenter. She has it all, money, looks, a great job as the beauty expert at stylish Platinum magazine and, at last, the attention of her unrequited high school love, Josh Banks. But Tia has a secret – back at school she was Barbara Baker, overweight, crooked teeth, frizzy hair and no fashion sense. Cosmetic dentistry, losing seven stones in weight and a complete makeover later, Tia has successfully erased her past life as Big Barb, tub of lard, until the day Juliet Gold, the bane of her teenage existence, arrives to work at the magazine. Juliet always got everything she ever wanted, and now she wants both Tia’s job and Josh. Tia will have to use every makeover trick she’s ever learned to stop Juliet from uncovering her past and stealing her man.",Từ 13 tuổi trở lên
4669,Kaffir boy,https://lotuscommunity.org.vn/wp-content/uploads/2021/10/Kaffir-boy.jpg,33-2,040,Mark Mathabane,Sách truyện người lớn,Truyền cảm hứng,Free Press,"The classic story of life in Apartheid South Africa.
Mark Mathabane was weaned on devastating poverty and schooled in the cruel streets of South Africa's most desperate ghetto, where bloody gang wars and midnight police raids were his rites of passage. Like every other child born in the hopelessness of apartheid, he learned to measure his life in days, not years. Yet Mark Mathabane, armed only with the courage of his family and a hard-won education, raised himself up from the squalor and humiliation to win a scholarship to an American university.

This extraordinary memoir of life under apartheid is a triumph of the human spirit over hatred and unspeakable degradation. For Mark Mathabane did what no physically and psychologically battered ""Kaffir"" from the rat-infested alleys of Alexandra was supposed to do -- he escaped to tell about it.",Từ 13 tuổi trở lên
4743,Kidnap in the Caribbean,https://lotuscommunity.org.vn/wp-content/uploads/2021/10/Kidnap-in-the-Caribbean.jpg,33-3,031,Lauren St John,Sách truyện người lớn,Bí ẩn,Orion Children's Books,"Laura Marlin has no idea that her dream holiday to the Caribbean might cost her and everyone she loves their lives. But almost as soon as they board the luxury cruise ship mysteries begin to pile up and sinister events spiral out of control. When her uncle disappears, Laura, her best friend Tariq, and beloved husky Skye must play a deadly game with their enemies. Thousands of miles from home, face to face with pirates, a volcano and hungry sharks, their best hope of survival is the advice of a fictional detective and the help of disaster-prone Jimmy Gannet!",Từ 13 tuổi trở lên
